Company,ASML Holding N.V.,Adobe Inc.,"Advanced Micro Devices, Inc.","Airbnb, Inc.",Alphabet Inc. (Class A),Alphabet Inc. (Class C),"Amazon.com, Inc.","American Electric Power Company, Inc.",Amgen Inc.,"Analog Devices, Inc.",AppLovin Corporation,Apple Inc.,"Applied Materials, Inc.",Arm Holdings plc,AstraZeneca plc,Atlassian Corporation Plc,"Autodesk, Inc.","Automatic Data Processing, Inc.","Axon Enterprise, Inc.",Baker Hughes Company,Biogen Inc.,Booking Holdings Inc.,Broadcom Inc.,CDW Corporation,CSX Corporation,"Cadence Design Systems, Inc.","Charter Communications, Inc.",Cintas Corporation,"Cisco Systems, Inc.","CoStar Group, Inc.",Coca-Cola Europacific Partners,Cognizant Technology Solutions Corporation,Comcast Corporation,"Constellation Energy, Inc.","Copart, Inc.",Costco Wholesale Corporation,"CrowdStrike Holdings, Inc.","Datadog, Inc.","DexCom, Inc.","Diamondback Energy, Inc.","DoorDash, Inc.",Electronic Arts Inc.,Exelon Corporation,Fastenal Company,"Fortinet, Inc.",GE Healthcare,"Gilead Sciences, Inc.",GlobalFoundries Inc.,Honeywell International Inc.,"Idexx Laboratories, Inc.",Intel Corporation,Intuit Inc.,"Intuitive Surgical, Inc.",KLA Corporation,Keurig Dr Pepper Inc.,Lam Research Corporation,Linde plc,Lululemon Athletica Inc.,"Marriott International, Inc.","Marvell Technology, Inc.","MercadoLibre, Inc.","Meta Platforms, Inc.",MicroStrategy Incorporated,Microchip Technology Inc.,"Micron Technology, Inc.",Microsoft Corporation,"Mondelez International, Inc.",Monster Beverage Corporation,NVIDIA Corporation,NXP Semiconductors N.V.,"Netflix, Inc.","O'Reilly Automotive, Inc.",ON Semiconductor Corporation,"Old Dominion Freight Line, Inc.",PACCAR Inc.,PDD Holdings Inc.,Palantir Technologies Inc.,"Palo Alto Networks, Inc.","PayPal Holdings, Inc.","Paychex, Inc.","PepsiCo, Inc.",QUALCOMM Incorporated,"Regeneron Pharmaceuticals, Inc.","Roper Technologies, Inc.","Ross Stores, Inc.",Shopify Inc.,Starbucks Corporation,"Synopsys, Inc.","T-Mobile US, Inc.","Take-Two Interactive Software, Inc.","Tesla, Inc.",Texas Instruments Incorporated,The Kraft Heinz Company,"The Trade Desk, Inc.","Verisk Analytics, Inc.",Vertex Pharmaceuticals Incorporated,"Warner Bros. Discovery, Inc.","Workday, Inc.",Xcel Energy Inc.,"Zscaler, Inc."
Booking Holdings Inc.,0.00016101585967920936,8.332827898645785e-05,0.00017092008194496126,0.00014126972450830564,8.198622815657023e-05,8.201363375783617e-05,0.00011407575678411576,-8.114362211960477e-06,5.240828120185164e-05,0.00010561044324875956,0.00018008968283309565,5.732572951272704e-05,0.00016871549865371343,0.00027015941246390815,3.530857038332516e-07,0.00015313305932680875,0.00011642980544867353,3.7590862219753024e-05,8.691391555850238e-05,4.651816454395828e-05,3.1222477650289716e-05,0.00025580192157035236,0.0001697720574159528,8.661025085325898e-05,4.650764279426487e-05,0.0001395712798154055,7.569336540002493e-05,5.9107943669199594e-05,4.099491463844271e-05,3.26727270016055e-05,3.439688626619272e-05,5.115460548270019e-05,6.186074337778353e-05,0.00014074909721356968,7.101593352750176e-05,5.7155147248043366e-05,0.00014994359334557554,0.00011630097966655947,4.310597535352924e-05,2.7271351784817022e-05,0.00011277331864846807,4.878908264291779e-05,-1.0622149179009722e-05,5.6276514486209896e-05,3.087623797790853e-05,6.815132647765436e-05,1.73419452869749e-05,0.0001368866242666843,4.805197908092423e-05,7.16759359380312e-05,0.00016870972591813952,0.00010434791828535164,8.280333093450492e-05,0.00016286565080146244,9.907801598988676e-06,0.00017843579318433056,3.4142627513716465e-05,0.00011340647224793273,0.0001036636622829657,0.00020023089069943757,0.00012013534177262603,9.917399457889867e-05,0.00023738065609443164,0.000139681573266458,0.00015557184950421891,7.120536006490646e-05,2.5051964140461473e-06,2.6764973623027642e-05,0.00016885402011260244,0.00012098878373325039,7.917708365824775e-05,2.2912121506969098e-05,0.00016941497058576115,8.833648949279722e-05,7.402276264296693e-05,3.889226296189283e-05,0.0002191376376559879,8.82297513693757e-05,7.778375872163147e-05,4.3341963200615686e-05,-2.1464160255769225e-06,0.0001320574180342101,2.3512822347259405e-05,4.878933815518191e-05,5.374292878526202e-05,0.0001313956988084374,9.010379474796286e-05,0.00014062362587778082,2.6351845992724783e-05,7.022666745892629e-05,0.00016983897396497164,8.183264395831148e-05,3.5976956379231364e-06,0.00013534609670550079,1.8529268500842208e-05,4.4573832583720224e-05,0.00012523290995656002,6.962564862233108e-05,9.57065785678814e-06,0.00011205446099916984
Broadcom Inc.,0.0004584634199287445,0.00020215567344575538,0.0004519978611396463,0.0001848262926792519,0.00016667566676340298,0.00016564642470636766,0.00023664060222065302,-6.266776583171888e-05,5.285283918818141e-05,0.00027506989173796496,0.00043263077258048183,0.00013887457100241564,0.0004846163002852642,0.0006454481250357012,3.3834101885878673e-06,0.0001690250231973961,0.0002109519631907039,5.106443814344119e-05,0.00013991908816449303,5.294051954996158e-05,4.7113788346218236e-05,0.0001697720574159528,0.0009860898723056276,0.00014472799982212078,3.7105578801283775e-05,0.000369451458041945,4.0671288182939884e-05,0.00011636086100446777,7.800972476271284e-05,6.21898467781542e-05,3.1342224109432495e-05,7.43553434468004e-05,2.1876719177450884e-05,0.0003203668404988899,0.00012825675906716016,0.00014881733601202306,0.00037489020267146274,0.0002671547842197026,3.746592720999552e-05,5.013614838471919e-05,0.00023512032977080868,6.2585662425907e-05,-4.799540937721548e-05,8.516418877746898e-05,8.01288817051148e-05,0.00012621481511288876,-2.1128708622375332e-05,0.0003346063596135781,8.696600301503446e-05,0.0001261360996610804,0.00032989726865427775,0.0001885670437264946,0.00014230258064119435,0.0005235169096857776,-1.4084656289506797e-05,0.0005228381865847217,5.460339311755753e-05,0.00017171239748573535,0.0001343500736911253,0.0006535543481830426,0.00013267402856334163,0.00023191706314603912,0.0003154117930684974,0.0003267946866536073,0.0005576582271515697,0.00016899729466237384,-1.545022406831039e-05,-2.4658557998084807e-05,0.0005444945441880432,0.000332854107186128,0.00017479763807351595,3.023372782755896e-05,0.00038880739712577586,0.00015175007968444378,0.00011860361625542659,0.00014695116970380454,0.0003862675114180277,0.0002259367992482475,0.00013012425779632277,5.6543213024296225e-05,-3.969677852444983e-05,0.00041403117111835335,6.723822229963548e-05,8.75904088653888e-05,8.81816932420989e-05,0.0002530625650185529,0.00010918424049371136,0.0003837071999937805,2.1757562491734728e-05,0.00010571149325990828,0.0004358680805507219,0.00021680440539954574,-1.929177679478298e-05,0.00024279767173358404,-2.1495858426716495e-06,9.567598516544864e-05,-1.2054843712371839e-05,0.00013432147357688551,-8.552640624071485e-05,0.00023881921361334986
CDW Corporation,0.00014581749244431698,5.368530056006364e-05,0.0002205842526348754,0.00010006897743292769,3.9433967451468404e-05,3.910090388826443e-05,6.649172399342412e-05,1.9360601396608177e-06,4.772634599617848e-05,0.00016089837153815536,0.00010818061636602869,5.997746591222652e-05,0.0001558533263735392,0.0002202777159960263,2.345770233382645e-05,7.811338573543735e-05,0.00010730488777493659,3.534228257755939e-05,8.487071027160933e-05,6.253492247429622e-05,5.0774756429868475e-05,8.661025085325898e-05,0.00014472799982212078,0.00025742944406885525,6.977094942082458e-05,0.00010612653546586931,4.906787858296085e-05,5.727814666198699e-05,6.100348446083601e-05,9.280441995989232e-05,3.0017565850330175e-05,8.130040354944122e-05,3.693444960696505e-05,4.040869343980645e-05,6.902777333493418e-05,4.1648194137981005e-05,0.00010617144522182284,7.025378942050097e-05,5.791432041841729e-05,3.111255362696602e-05,0.00010152934076106444,4.688594611778443e-05,4.679976566524568e-06,7.82561984443976e-05,5.4974191156566276e-05,5.1668740373774665e-05,3.365841695910157e-05,0.0001931641362085299,4.155718979977626e-05,0.00011976538334661268,0.00014435892515653155,9.749572172546512e-05,5.010536954124181e-05,0.00015850158612225757,2.7712205614837746e-05,0.00016833712491156174,4.325115565386158e-05,8.923036041252897e-05,0.00010231290224450839,0.0001753965117932962,5.3208025339297856e-05,5.788598371232758e-05,0.00019070353028143524,0.00018840480628585225,0.00015427231623982228,5.6883364665939166e-05,8.539078654533157e-06,2.357756515737938e-05,0.00010589393024942233,0.00017111128376975994,4.1215805821759625e-05,5.1281967246904376e-05,0.00018960195485937808,9.817045006015884e-05,9.26484917644666e-05,4.748599643212366e-05,0.00016220052819525732,9.051839568027045e-05,9.359596732955939e-05,6.107005909334289e-05,1.6414419209729378e-05,0.0001360984288630036,5.0212649365230776e-05,6.311750604217249e-05,5.7225306432433805e-05,0.00013817663557792276,0.00011787554565189928,0.0001139388083972623,8.93781966995569e-06,5.642438991105215e-05,0.00014470625463491277,0.00012609892018260714,4.3137088926232653e-05,9.672587642107992e-05,1.0535973477335453e-05,3.119047265547466e-05,8.029127263061849e-05,8.157444729803626e-05,5.494320053677433e-06,0.0001254774459077473
CSX Corporation,5.513894490836883e-05,5.263252222710869e-05,5.5673558171950595e-05,5.5473282537875856e-05,3.0456141927176627e-05,3.118268940693582e-05,4.755801289408571e-05,2.8122534296622888e-05,5.952417674024162e-05,8.282022694882319e-05,1.6005111444976965e-05,2.2001978174483492e-05,5.42215516581107e-05,6.063281915482104e-05,1.3999182192284382e-05,7.04557967432573e-05,7.528026092618766e-05,5.240506676025657e-05,6.45653184980629e-05,7.902907168054864e-05,4.174111036156017e-05,4.650764279426487e-05,3.7105578801283775e-05,6.977094942082458e-05,0.00016859365732671284,5.5932938436732754e-05,9.094070584286691e-05,5.547253643683459e-05,5.000145356631973e-05,6.264653923112424e-05,3.445918452434674e-05,7.294698331169081e-05,7.333696521775703e-05,4.864138199545794e-05,6.689782667467432e-05,2.0164051075323203e-05,4.9569753569697093e-05,5.717426574321283e-05,1.153322168014441e-06,4.808020858176275e-05,6.996040122703653e-05,4.207278170694869e-05,2.9610414693180995e-05,7.144060019141402e-05,4.191290940358391e-05,5.5871158208104895e-05,3.0145612199157823e-05,0.00010583339529226409,5.379164605295048e-05,7.066365359323636e-05,8.953419555350549e-05,5.7432037703496455e-05,4.2961449550065316e-05,6.162922207189695e-05,3.398939809916419e-05,5.8134614563593045e-05,3.6240317265942175e-05,5.53720220604349e-05,7.249989223889918e-05,6.293734510225752e-05,5.508570184339303e-05,2.8705525751456185e-05,0.00012764104678015503,8.412989407728563e-05,4.76347445623881e-05,2.361306341532327e-05,2.088617406309054e-05,3.718117051682525e-05,2.0389973973272223e-05,7.594425148147913e-05,3.3632940529528573e-05,4.941051533549179e-05,9.167042011254505e-05,0.0001377338501106009,9.583028779106475e-05,-1.3916437365650675e-07,0.0001222796050699407,4.536138975056735e-05,7.44209798731749e-05,6.137950055896478e-05,2.4836276826203935e-05,6.0529357344099206e-05,3.196491274751842e-05,5.471670154895943e-05,4.1936957206167695e-05,9.374580353929552e-05,3.692116424643847e-05,6.619692376743378e-05,2.68965681099956e-05,2.1467380716585658e-05,6.685059271233779e-05,7.70427038453368e-05,3.6024348099739334e-05,4.2358759356830186e-05,3.184984906486322e-05,3.517778485960364e-05,9.183680477113053e-05,5.344903958911332e-05,3.568112251885731e-05,6.517938010101786e-05
"Cadence Design Systems, Inc.",0.0003374617823219855,0.00019739560054636131,0.00032125463468120693,0.0001799476908940355,0.00014180326733026548,0.0001413258102869284,0.00019697825321743795,-5.099087434076192e-05,7.121072162449343e-05,0.0002093309959781727,0.0002951088947197827,9.89973976805189e-05,0.00034567547396613857,0.00044870104127875236,6.720926275880793e-06,0.00020019607039449728,0.0001982967961746329,5.256805667223835e-05,0.00012339845161582963,4.173083221790319e-05,5.7864152274788116e-05,0.0001395712798154055,0.000369451458041945,0.00010612653546586931,5.5932938436732754e-05,0.00042440784091190095,6.3815200074198e-05,7.839942139229606e-05,6.0411555666025184e-05,9.219068707510088e-05,3.053613568961006e-05,6.759128223312795e-05,1.7189242082132163e-05,0.00016436692825080954,0.00013818110526809773,0.00010953215458463247,0.00028204265370339164,0.0002581900472338475,9.364158323255681e-05,3.144409219261767e-05,0.0001688931366885177,7.537791135615875e-05,-4.337745991641976e-05,8.447516433913763e-05,5.9084517484683155e-05,9.846312851912231e-05,-2.1788270942645597e-05,0.00021785769097535534,6.667584332883894e-05,0.0001387162055639448,0.0002517499026647689,0.0001828302275915701,0.00015197777230186162,0.00035488696184995716,-1.1912445625903596e-05,0.000359750491710498,5.281532514879617e-05,0.00013407662323421912,0.00011019172243155321,0.00036679178178743735,0.00011885027937540413,0.0002098676277613648,0.0002768717607540596,0.0002542395072194585,0.0003079069858917131,0.00015171938204547132,-7.492878276526785e-06,1.0950120207428245e-05,0.0003505630488947956,0.0002465556471098728,0.00012924742745495796,3.572329622404073e-05,0.0002832015717328141,0.00015372705959041874,9.144268904511782e-05,0.0001184736281538995,0.00027166377963310537,0.0001836905650042654,8.375332487687303e-05,5.729585482016244e-05,-1.0450689863306788e-05,0.0002650601788435788,6.625725423599135e-05,0.00010687936119609268,6.12656862758345e-05,0.00022825159822959838,6.991252736983857e-05,0.0003876817787557163,1.8578994293780465e-05,0.00010534308016663434,0.00021617962146016433,0.00016289659158620398,-2.6165771952838144e-05,0.0002058547295816614,3.973783649740158e-05,7.38206619480056e-05,2.1708211906674685e-05,0.0001483173056748941,-5.7600919713530626e-05,0.0002476424050792486
"Charter Communications, Inc.",3.883445132135649e-05,8.17847480498545e-05,3.953185130593628e-05,0.00010675960619482928,7.307512208732553e-05,7.267468621923014e-05,4.585900313975114e-05,5.1003040349546545e-05,8.898975974817843e-05,6.49852541961112e-05,1.3569376121022682e-05,3.068734782620754e-05,5.4057139334088905e-05,9.218748028930299e-05,1.9754546598162922e-05,0.00027943695682699593,8.683543842652454e-05,7.576664709376306e-05,9.700868406290848e-05,0.00011532279951032001,4.948416589200958e-05,7.569336540002493e-05,4.0671288182939884e-05,4.906787858296085e-05,9.094070584286691e-05,6.3815200074198e-05,0.0006074491165991759,7.70926345034577e-05,8.202532968551416e-05,5.956251538014585e-05,5.210062313944377e-05,8.784090008502992e-05,0.0002119927821331186,5.0937905749373306e-08,6.582144894833801e-05,3.1795030607369656e-05,7.512300875016593e-05,3.792799905616029e-05,-0.00020247912335968579,7.259200413700997e-05,8.239454248914991e-05,6.505321183476688e-05,4.559340929504073e-05,6.459282248970447e-05,3.871564526650227e-05,6.393036782475964e-05,8.588375831858812e-05,0.00013367401677677454,7.227147452817329e-05,4.897241067913155e-05,0.00010787370467314524,7.382590085622251e-05,3.526738888864521e-05,5.142651906474574e-05,3.8034115225797486e-05,4.88461331894808e-05,5.044589428380453e-05,0.00011621802957220672,9.907179054854041e-05,9.022321297743334e-05,0.00011689804510362146,-5.092286203496749e-05,0.00011869994227145735,8.217131748173095e-05,2.1851836787356147e-05,4.5958508776445286e-05,3.920890141386909e-05,5.1762757542264246e-05,5.106151679002952e-06,6.526577111613533e-05,2.1209733208580933e-05,4.5805535390299686e-05,6.295454091533517e-05,5.993947150022811e-05,4.290853770734461e-05,-2.807626019642396e-05,0.00011665203756120593,0.00010572815517957931,0.00011269605126689528,8.614514440765721e-05,4.71854339747851e-05,4.9840164700806233e-05,5.560272064570384e-05,6.928740037395437e-05,3.9071148360064955e-05,5.466463989433824e-05,7.347449967321842e-05,6.365250665814909e-05,5.884603256993884e-05,3.10205010779139e-05,0.00016259234703085122,6.875402576208288e-05,4.5631388225443286e-05,7.094618937548275e-05,6.358419671638048e-05,6.683319610020219e-05,0.0002537881543767415,7.860494736923069e-05,7.265829942479398e-05,0.00014455215895328765
Cintas Corporation,8.358571782950009e-05,7.39938999141283e-05,0.00011200617300853808,5.4494575706704175e-05,5.0876868458020605e-05,5.24975374767771e-05,6.7395414415831e-05,3.169406121689322e-05,4.2931987127685954e-05,8.75446154351863e-05,0.0001263057548818334,3.843114460883202e-05,9.505864274849699e-05,0.00011409777852034009,2.928223297796702e-05,7.880876313324061e-05,7.610342975745548e-05,5.112943490458723e-05,9.0977044175404e-05,3.225992907074498e-05,3.3926769933124655e-05,5.9107943669199594e-05,0.00011636086100446777,5.727814666198699e-05,5.547253643683459e-05,7.839942139229606e-05,7.70926345034577e-05,0.00018929057968720205,3.831307584732032e-05,7.335228398694104e-05,3.39989836255011e-05,5.4751320707991933e-05,5.8673868706069954e-05,8.003745587056042e-05,7.429746809269596e-05,5.929468919605609e-05,5.9532280797264996e-05,8.207516364158637e-05,2.170336478937828e-05,2.271834738377983e-05,7.369186381469924e-05,5.0978585119178585e-05,3.4859703304636425e-05,6.328168900895078e-05,4.26100932030681e-05,5.7289354532035104e-05,2.7208799262927677e-05,0.0001071625438349894,5.64852479820864e-05,5.264131028564406e-05,0.00010149676979868144,8.920870220190329e-05,7.479480846886059e-05,0.00010389275554728264,2.2791577529578352e-05,0.00010034310140048797,4.477050425420558e-05,4.245850376430664e-05,6.66210546479656e-05,0.00012744065020873254,7.886659539355342e-05,7.329232274018506e-05,0.00014252308507841505,8.284283357945866e-05,0.00013633171166297975,5.447435129902172e-05,3.131488148633696e-05,3.1658228424615093e-05,8.720127035632703e-05,8.716657147257496e-05,3.99685026937074e-05,5.2412846412213476e-05,8.881117076471015e-05,7.901899962005869e-05,7.57379625088232e-05,-3.4752200043271284e-05,0.0001243482876772509,6.684486869350467e-05,5.830166380772409e-05,3.973521052858235e-05,3.0263877387484096e-05,6.87937502385974e-05,3.1805345462694175e-05,6.590038081144126e-05,3.9347145451542555e-05,0.00011652318355957429,3.497069222860676e-05,8.655353784399541e-05,4.612270013575258e-05,5.131728333668772e-05,0.00010318866463285288,7.827254158023737e-05,6.5755237022309314e-06,7.53807044333939e-05,5.458126229166643e-05,6.881294624001907e-05,6.611385848531395e-05,5.692403980669368e-05,4.153560479712529e-05,8.95041056408431e-05
"Cisco Systems, Inc.",3.646054267701015e-05,7.19153613502507e-05,7.710858708730194e-05,7.262722472251742e-05,5.3308895498801406e-05,5.390415901180709e-05,7.51215496367098e-05,1.517866998947504e-05,4.74062022316396e-05,8.092503786710855e-05,6.897096357810104e-05,2.8363763563597383e-05,5.172578931967319e-05,7.629124954594294e-05,1.9278122349142503e-05,0.00011014136970977682,7.428921762385736e-05,3.983340193356418e-05,4.6614558782880994e-05,6.32934312597496e-05,4.544702822666116e-05,4.099491463844271e-05,7.800972476271284e-05,6.100348446083601e-05,5.000145356631973e-05,6.0411555666025184e-05,8.202532968551416e-05,3.831307584732032e-05,0.0001491671597679566,5.979648822286891e-05,2.5142064889593032e-05,5.4665070876225576e-05,6.489029380878555e-05,4.926887246948195e-05,5.004359448134805e-05,3.3952877775832884e-05,7.593868952295766e-05,6.243794957457264e-05,2.5484798621257018e-05,4.367883268414751e-05,5.9886551059229764e-05,3.8117922705817745e-05,3.077322588630202e-05,4.862746638252609e-05,5.642381669472479e-05,5.3903644401101844e-05,4.5667734466590155e-05,0.00011063242398986007,4.2342512565369145e-05,4.932558551004991e-05,9.248410422480606e-05,6.68097861119193e-05,3.2077987751007476e-05,5.749506269588585e-05,2.7323683816392422e-05,5.238773012029764e-05,2.9877856755860906e-05,8.411929975821833e-05,4.888475328876897e-05,9.627676545599791e-05,4.7055357228222435e-05,3.2120203074271894e-05,0.00013025276880984302,7.590889148064028e-05,6.336344798106343e-05,3.895321490676153e-05,1.6698081560468996e-05,2.6616524451978716e-05,5.3284543448757634e-05,6.942302292597701e-05,2.3487220945082675e-05,2.8217898544247208e-05,9.618564683877268e-05,6.79557339513595e-05,5.2180505603095387e-05,3.1069569867973025e-05,0.0001228798750776591,7.876734939354082e-05,7.393516925648807e-05,5.1401209004208686e-05,2.1281299660724262e-05,4.707694063874667e-05,3.236606979134141e-05,5.1645909789147215e-05,5.03421311835812e-05,0.00010163533189662414,5.14125087966849e-05,5.765763231228971e-05,2.6027945777548387e-05,3.461693395351208e-05,7.938055796654943e-05,6.506599947251586e-05,2.1488850461369685e-05,5.586925723763488e-05,2.428005801332619e-05,3.6359505245296774e-05,8.599448847332774e-05,6.245453025512946e-05,2.3741801866433495e-05,9.057189950399334e-05
"CoStar Group, Inc.",9.551596265945291e-05,3.8843124667425574e-05,0.00011961419348860461,0.0001127786547198246,6.204750634495591e-05,6.340430343380814e-05,7.494857337233995e-05,5.617129675680949e-05,8.229810496525444e-05,0.00013182341097257,0.00014330635827351006,6.580329204523648e-05,0.00011712758298122747,9.03946960431992e-05,4.95895443388794e-05,0.0001414930474004822,0.00010248041985033804,5.535905212934069e-05,9.713936240208327e-05,5.3958847956130436e-05,0.00011039527705732244,3.26727270016055e-05,6.21898467781542e-05,9.280441995989232e-05,6.264653923112424e-05,9.219068707510088e-05,5.956251538014585e-05,7.335228398694104e-05,5.979648822286891e-05,0.0003336310662969743,5.074235377277705e-05,8.96511609534523e-05,6.253022739283667e-05,5.227924082066109e-05,0.0001030745456986599,3.594956876039195e-05,6.51069109764843e-05,0.00014412799063737606,6.0982030295250554e-05,4.676435205073053e-05,9.641586156273312e-05,6.629984350673643e-05,3.4021344845364956e-05,5.8953556208607874e-05,5.674585843332429e-05,0.00011407375867236632,6.027884329622909e-05,0.00014681394371729485,5.1533202211624076e-05,0.00010212115296567135,0.0001142588918638598,9.28510790379337e-05,9.116033811634631e-05,0.00011819862851942641,5.254928891318511e-05,0.0001147916434281067,4.897266071910205e-05,8.470049316449114e-05,8.647447237510499e-05,0.00012699601355874618,3.780920027232629e-05,5.7755549472368496e-05,0.00018692853138434147,0.0001673557818230416,0.00010559877513404528,3.9978776082472025e-05,3.155585300423371e-05,7.256114918291961e-05,3.0207310804166655e-05,0.00013240140813124463,1.1305155370638982e-05,4.60095186454319e-05,0.00014034777511683037,8.159487915565845e-05,9.099459745795915e-05,2.2566154749494784e-05,0.0001227040533437851,4.883824786882412e-05,0.00013860019745657448,5.529647222022651e-05,4.653512578127378e-05,7.988783927022561e-05,5.674807958905788e-05,7.684723136904136e-05,7.07728733002672e-05,0.00015168234520581103,6.534474990466085e-05,9.37823355868929e-05,2.529068838947114e-05,7.639894412499385e-05,0.00012359799606219188,0.00011874421257790962,4.04874501360144e-05,0.0001142423791733219,4.223574274864741e-05,6.539983568012145e-05,0.00015688480775041583,8.76154076110104e-05,4.3465147240899985e-05,0.00011011304501746212
Coca-Cola Europacific Partners,6.203834622601596e-05,2.9817529523779845e-05,3.4954645293380116e-05,3.451369104695863e-05,7.225958189199007e-06,7.750766084685218e-06,2.3724751200686425e-05,3.830407108085202e-05,5.55787124439015e-05,4.1108032981824405e-05,4.673482294898948e-05,2.7097655628100236e-05,4.561396220192601e-05,6.964681008153819e-05,4.696706068704078e-05,4.307490506788671e-05,4.428683080833935e-05,1.8281550553547853e-05,2.6100286616645545e-05,1.7605661284222715e-05,4.8045698154238446e-05,3.439688626619272e-05,3.1342224109432495e-05,3.0017565850330175e-05,3.445918452434674e-05,3.053613568961006e-05,5.210062313944377e-05,3.39989836255011e-05,2.5142064889593032e-05,5.074235377277705e-05,0.00011883875392322266,3.8127113675015055e-05,3.4680104943351264e-05,1.1277712313403878e-05,3.522334843988599e-05,3.4117328418203256e-05,2.2958248980544846e-05,2.6717517018141148e-05,2.5871178177985546e-06,1.7765110888545145e-05,5.0380931177302816e-05,2.5534295130244753e-05,3.314479785649193e-05,2.1758394824448283e-05,1.6354281641328396e-05,4.072591741693184e-05,3.7753944782591065e-05,7.330656397660323e-05,2.40368303116577e-05,4.396408438240362e-05,2.1837596345440935e-05,3.65754979232939e-05,5.0742680153520246e-05,4.750172404851734e-05,4.778239983300153e-05,4.2113476100970776e-05,2.787569904752883e-05,5.219442178593868e-05,3.625020609333924e-05,2.1330878361842303e-05,4.287146710914237e-05,2.132798149079273e-05,6.99376818413587e-05,5.519296340869966e-05,2.7980595419215888e-05,2.0759444644519814e-05,5.2724386290140715e-05,5.201524753063093e-05,1.8031158854906193e-05,5.147731308584368e-05,2.6406368547447336e-05,1.3446878544174347e-05,5.158047433711262e-05,2.0687566491884388e-05,4.773259777928084e-05,7.521591653020698e-06,2.8771713973491534e-05,2.937543306476528e-05,5.4563741684948944e-05,1.8447738123936563e-05,4.793511899271124e-05,3.2789502157235424e-05,4.3677513590550726e-05,2.819838294116925e-05,4.233553554491734e-05,6.102513235475702e-05,5.471054988312821e-05,2.2747738039768085e-05,2.074641445382503e-05,2.7531827736414337e-05,4.212639774889188e-05,4.0680588531182525e-05,4.651351570322296e-05,2.330347571938834e-05,1.6169162719778648e-05,5.148565581515052e-05,8.847301187364233e-05,3.641732132598967e-05,4.24114338543366e-05,4.7026310599151515e-05
Cognizant Technology Solutions Corporation,6.903999065899143e-05,7.268573204564783e-05,8.816110663992802e-05,8.696499456334154e-05,5.789511378490181e-05,5.798675104726869e-05,6.985277613815882e-05,2.768164353889718e-05,5.246468748982508e-05,9.488053163030525e-05,9.969743113593192e-05,3.263172065379081e-05,7.37567617176801e-05,9.062217494396878e-05,3.0283862385373664e-05,0.00011191634955760968,8.994720102657508e-05,4.900688075340106e-05,5.393851549661601e-05,6.172083386720947e-05,4.0399596993670215e-05,5.115460548270019e-05,7.43553434468004e-05,8.130040354944122e-05,7.294698331169081e-05,6.759128223312795e-05,8.784090008502992e-05,5.4751320707991933e-05,5.4665070876225576e-05,8.96511609534523e-05,3.8127113675015055e-05,0.00016218357322572577,6.724229984780608e-05,4.950426779596256e-05,5.9810503712255613e-05,4.0048450669416905e-05,6.621237733761754e-05,7.059800185720018e-05,9.109665761990409e-06,2.7555136683250614e-05,5.0814300464872795e-05,4.7626293236311936e-05,1.6759094443814185e-05,5.033477095708181e-05,5.4207635768153446e-05,6.4312722352759e-05,6.584112105657799e-05,0.000125155267362132,5.8169062360024186e-05,6.256700729321827e-05,0.0001317297052215847,8.001318615636809e-05,4.9089268494126e-05,7.346898739843367e-05,3.189354076012168e-05,7.759352462305275e-05,3.8156827423027425e-05,6.430273387016174e-05,7.250842614931248e-05,0.0001249282456942401,3.988104518888638e-05,6.116596590720436e-05,0.00012449926298322615,0.00010060812474083207,6.97053490446419e-05,4.823505554892372e-05,2.124641757841384e-05,5.384986714539758e-05,4.173752508375809e-05,9.60397000031165e-05,4.5618697643357156e-05,3.5723245144155975e-05,0.00010577348036859143,8.81849102550403e-05,6.770026357662983e-05,5.592965282590025e-05,8.731943760667692e-05,5.6320547681795175e-05,9.392980582028603e-05,5.447785351312588e-05,2.555610562309261e-05,5.9041311403181506e-05,3.903718557232848e-05,6.930428373123002e-05,5.0072520996958985e-05,0.00010748525077341266,3.9077195084274864e-05,7.312238322286237e-05,1.7036276686115782e-05,4.700697548545498e-05,7.421674820866792e-05,8.359410731008082e-05,2.9326151272937248e-05,7.971690209431119e-05,2.7586384770098547e-05,4.067707004040877e-05,0.0001229758708230245,9.01232751837493e-05,3.532487728286972e-05,0.00010380049551937697
