Date,ASML Holding N.V.,Adobe Inc.,"Advanced Micro Devices, Inc.","Airbnb, Inc.",Alphabet Inc. (Class A),Alphabet Inc. (Class C),"Amazon.com, Inc.","American Electric Power Company, Inc.",Amgen Inc.,"Analog Devices, Inc.",AppLovin Corporation,Apple Inc.,"Applied Materials, Inc.",Arm Holdings plc,AstraZeneca plc,Atlassian Corporation Plc,"Autodesk, Inc.","Automatic Data Processing, Inc.","Axon Enterprise, Inc.",Baker Hughes Company,Biogen Inc.,Booking Holdings Inc.,Broadcom Inc.,CDW Corporation,CSX Corporation,"Cadence Design Systems, Inc.","Charter Communications, Inc.",Cintas Corporation,"Cisco Systems, Inc.","CoStar Group, Inc.",Coca-Cola Europacific Partners,Cognizant Technology Solutions Corporation,Comcast Corporation,"Constellation Energy, Inc.","Copart, Inc.",Costco Wholesale Corporation,"CrowdStrike Holdings, Inc.","Datadog, Inc.","DexCom, Inc.","Diamondback Energy, Inc.","DoorDash, Inc.",Electronic Arts Inc.,Exelon Corporation,Fastenal Company,"Fortinet, Inc.",GE Healthcare,"Gilead Sciences, Inc.",GlobalFoundries Inc.,Honeywell International Inc.,"Idexx Laboratories, Inc.",Intel Corporation,Intuit Inc.,"Intuitive Surgical, Inc.",KLA Corporation,Keurig Dr Pepper Inc.,Lam Research Corporation,Linde plc,Lululemon Athletica Inc.,"Marriott International, Inc.","Marvell Technology, Inc.","MercadoLibre, Inc.","Meta Platforms, Inc.",MicroStrategy Incorporated,Microchip Technology Inc.,"Micron Technology, Inc.",Microsoft Corporation,"Mondelez International, Inc.",Monster Beverage Corporation,NVIDIA Corporation,NXP Semiconductors N.V.,"Netflix, Inc.","O'Reilly Automotive, Inc.",ON Semiconductor Corporation,"Old Dominion Freight Line, Inc.",PACCAR Inc.,PDD Holdings Inc.,Palantir Technologies Inc.,"Palo Alto Networks, Inc.","PayPal Holdings, Inc.","Paychex, Inc.","PepsiCo, Inc.",QUALCOMM Incorporated,"Regeneron Pharmaceuticals, Inc.","Roper Technologies, Inc.","Ross Stores, Inc.",Shopify Inc.,Starbucks Corporation,"Synopsys, Inc.","T-Mobile US, Inc.","Take-Two Interactive Software, Inc.","Tesla, Inc.",Texas Instruments Incorporated,The Kraft Heinz Company,"The Trade Desk, Inc.","Verisk Analytics, Inc.",Vertex Pharmaceuticals Incorporated,"Warner Bros. Discovery, Inc.","Workday, Inc.",Xcel Energy Inc.,"Zscaler, Inc."
2023-09-15,-0.040585367250023485,-0.04214350845384929,-0.04820406566674351,-0.009505933691390411,-0.0050689335165291505,-0.0049643159421775,-0.029919857618376344,-0.006947754299418518,-0.006023707293601577,-0.008515599515120265,0.005164348088809945,-0.004154019348424187,-0.04371567612315397,-0.04466111252984972,0.007229204044116866,-0.030420225897124453,-0.015322804696019765,-0.01200209061755897,-0.029645607057630086,-0.014176664221016377,-0.005969155720843222,-0.011699625940426062,-0.02289928212900383,-0.013298963941849151,-0.006121184980645844,-0.0359937617557774,-0.0031599415305552103,-0.01585825362679938,-0.005854233819012955,-0.01909249746601205,-0.00823822379758321,-0.01127251753964531,-0.013704579840749243,-0.022496909425092637,-0.021627590613309655,-0.01489110197598087,-0.030926017169958908,-0.03035585088324877,-0.051206345852952584,-0.013740828293565821,-0.024704783909683004,-0.02096882652982046,-0.004541005107707385,0.007296619127805881,-0.03296351928139074,0.006515201227700773,-0.021846055741064907,-0.04410790922501939,-0.002686611881984824,-0.024649377730792565,-0.020429364895168223,-0.017384935290648995,-0.02699671414068916,-0.05351108285207351,-0.010988974854585387,-0.050759276711114465,-0.0046433635185966216,0.003061178348769511,-0.005141904429032507,-0.024176353895633884,0.009563172661502861,-0.03660346638500356,-0.016224026690547455,-0.029988719061959768,-0.02660547604231489,-0.02503715101641235,-0.006078687272878414,-0.012836285492297539,-0.03687945685384897,-0.0261976340261042,-0.008864111162656396,-0.01113027556977586,-0.03493316786502543,0.006437875620654898,-0.007569531173178157,0.003936604328755422,-0.031585597120011966,-0.02286229846443777,-0.0035692636284849755,-0.02497052251274412,-0.007669698862810326,-0.007891883994610382,-0.010788394270775825,-0.007228517257737321,0.003140922655018752,-0.016088334908751167,-0.00957184519248555,-0.03050520520624711,-0.008314847626417765,-0.010318492363947884,-0.005977372284481253,-0.02065642652351618,-0.009475813117388987,-0.023310359952445237,-0.011429051820705971,-0.0014882362522647963,0.00937771650846897,-0.01721887216082263,-0.012099517421612083,-0.01965703515673778
2023-09-18,0.0017932921549528302,0.006674295532059116,0.00867085329919659,-0.0014010294097526188,0.005895230949426233,0.004772214916817452,-0.0029204620264398073,0.002373705417821448,0.009320398583931855,0.008869268880463688,0.027790720111864564,0.016913505932849793,0.014611022771594095,-0.04526748971193417,-0.024022203708119583,0.009111984015360619,0.0007968041438106699,0.008030747983347686,0.009553299538211046,0.008296677899135352,-0.005847915042337282,-0.0005758915718452329,-0.0019726102567988457,0.008164113925732464,0.008103798933159823,0.011748120208854074,0.017368006624143284,-0.0006795479669086113,0.0012491460619523664,0.007583398044649581,0.00910531564859518,0.0007125366833482527,0.0066166477419105085,0.0073684312730271095,0.012534166446504402,0.011431374979060882,0.009187091571458028,-0.0005288529893586746,-0.01089772121423871,0.0032742615853538215,-0.0001235899690195108,0.001162289377003578,-0.0038415524826829195,-0.005613913659657466,-0.00934119453536808,-0.0022581161455477172,-0.0006606245635485397,0.0029269656264785393,0.0073561599756102325,-0.0009319342019108445,0.0029039592425910143,-0.005705470859269646,0.008898980871528073,0.005041466551710894,0.01051062097306299,0.02012480442800202,-0.0011855682367708509,-0.01825967545694207,-0.012207180163368636,0.005322109199801028,-0.00925783898336563,0.007458873964351742,-0.00046947710392397646,0.0041220920978275455,0.008872298313794769,-0.003512757314679704,-0.001112300421723944,0.0023156585238439664,0.0015035657739603803,0.009676872486866994,-0.006398973470296387,-0.0009244861686314998,0.016111708105096767,0.0005857982731287681,0.012555620255754407,0.0035189873048746545,0.008480111877879892,-0.0012905810263625916,-0.01977885805749513,0.0029317182027801536,-0.00255781840335223,-0.0034470758717847216,0.0013480980680486976,0.006756744557426586,-0.004231233973881365,-0.04616866012827481,0.005507575375475859,0.017878913152020726,-0.007891107701250566,-0.011055921842884953,-0.033200974462619715,0.0012913112205545918,-0.0008969938306266911,-0.032022046736585374,0.0023204461221317807,0.00888508500357088,-0.01520272828175917,0.014406714323299541,0.00034499206602323085,-0.008840517801756986
2023-09-19,-0.006625061479131,0.01741110369408183,-0.00742407068320472,-0.0049105361855940055,-0.0012300454966895913,-0.0009355942238379322,-0.016788047695762587,-0.0021189637077363432,0.00440812902101162,-0.005397189470364716,-0.09725060083001091,0.00618087413772872,-0.018250369957890866,-0.048793135018184275,0.0006003563069878481,0.0023428139208296894,-0.006837798260832528,-0.005823575612992737,-0.021039435959846586,-0.0076796732468559226,0.013304422958447137,-0.014431652787387783,-0.0009411420409479732,-9.579677643478668e-05,-0.0061093755022036955,-0.001140076301032078,-0.01327544415486892,0.00099078744249681,-0.004812134064088314,0.004264881242906027,-0.002374424008348086,-0.0018512987076353404,0.0019720801294038637,-0.0018060044724766966,0.0031510103238088227,0.002896543660621198,-0.008803984008840304,-0.01703704349578372,-0.011962217766449457,-0.005567683277335034,-0.021379087576437694,0.0033167343365525515,-0.010123012820920319,-0.0020032778184533306,-0.00016546130858952068,-0.0024138236879706065,0.001983398774924705,-0.006695268491818673,0.004576677401971763,0.015790561313480556,-0.043432443480508676,-0.010878295217022438,0.004963545635378486,0.0017524549758798358,-0.007132107633131213,-0.016518559380696907,0.005805951037442858,0.004284147903390378,-0.010663709264630783,-0.012595791728666872,-0.029695075195518172,0.008329424388670681,-0.0039927657159714025,-0.0021810163318025655,0.002978767012239425,-0.0012458395135784839,-0.004870474149387682,-0.004620617275907568,-0.010144292809840194,-0.000752726114786495,0.004563941020291562,-0.00018298724710652525,-0.003805503342054095,-0.008686283529212857,-0.012979443083229292,-0.014627783991434051,-0.020051773535044393,-0.015507112552286095,-0.011916110841504457,-0.0013756074120815365,-0.005909237596569028,-0.018004495224193007,0.014857289079828861,0.007212122381474728,-0.011642687498513937,-0.019663834772190136,-0.015192212966908092,2.1693545433798533e-05,0.011789001825362355,0.01825516024643381,0.004598918977371191,0.0019038625078431348,0.015559653748524527,-0.020443582512644887,0.00036548528989022167,0.01778411865234375,-0.0017152233577253373,-0.0050341575669023975,0.009139487015990433,0.0021328970298024608
2023-09-20,-0.006551297100818587,-0.010910249622283819,-0.012498811778685837,-0.027070930077207178,-0.031150192874030425,-0.030541096344780305,-0.01700219075536713,0.004871256415036163,0.027051418214597556,-0.014937002176926839,-0.010067901228048348,-0.019992257586433748,-0.005373724028203797,-0.04096426312381751,0.019348948714303926,-0.022107485745225475,-0.0204187582802281,-0.00801337124336754,-0.002208032097663626,-0.010503137052962574,0.015038707872469415,-0.01408404838016486,-0.016611530067892954,0.0015815823171032584,0.012940630879961779,-0.009976330041882808,-0.0033578973328609596,-0.0013778789117339096,-0.006088805573390532,0.013364972863521674,0.017613340281396495,-0.008274882012950457,-0.0050295154311004175,-0.0037090846194665072,-0.012340122073736914,-0.0009211423597378365,-0.009728100364661985,-0.009042914666917867,-0.016249005407665496,-0.01608837615304559,-0.003030754966091176,-0.004545481449291899,-0.005843505621765499,-0.009489095310835971,-0.0047980990638527565,-0.016787615152856983,0.0006598599835463403,-0.008814416364510635,-0.004658286494930608,-0.004438319903855459,-0.045404577310934946,-0.010582302848772485,-0.025663282489712946,-0.011217747844871506,0.010775100357567124,-0.01006160567544856,-0.02811845436996241,0.019326290648626676,0.006648663055492499,-0.021260972019242264,-0.01214029721316856,-0.017700778676949303,-0.017066515005289773,-0.013628002771971959,-0.014566388911309902,-0.023976932738962953,0.0018178229646910182,-0.0044634887964973835,-0.029434778376188242,-0.02099017225524391,-0.02498744096173655,0.01791903573935616,-0.014855704134275283,0.003937993699513198,0.0009392945981485656,-0.03934921379999634,-0.027062696880244652,-0.00368376645608115,-0.02138604350742368,-0.004304746990032138,0.00033661043726507245,-0.013547687111952866,-0.0061427204177290085,0.0027645676574010736,-0.01160789779158733,-0.023315627767175995,-0.0013642934639438442,-0.014651516010915522,-0.002807711654542633,-0.022166648323463045,-0.014671683535119606,-0.00637487989356722,0.002357102823702384,-0.009739396241389198,8.118232511189483e-05,-0.0166080836399346,-0.012027520549263926,-0.02180173969021193,0.02460694797069496,-0.005288663708990837
2023-09-21,-0.013155257078181104,-0.04087502933396525,-0.04215662628982697,-0.038113141918684756,-0.02467479610409551,-0.023998650604080463,-0.04405345369833069,-0.007085031446437795,-0.007551646508937249,-0.012721563167936822,-0.022629116778809077,-0.008889528862696783,-0.012995379370260518,-0.014175014215893733,-0.013831624146973476,-0.05412812458684557,-0.017667155656032052,-0.021117529671116575,-0.03550529138921066,-0.020670283433601222,-0.006141350750440977,-0.010635646199753768,-0.026740558921441338,-0.01894760181891486,-0.00926200938021482,-0.0239965635799283,-0.0030122633444177316,-0.019629748461274188,-0.03891874115477356,-0.03574502643487021,-0.014501660366925462,-0.004316039224400159,0.004395467460936997,-0.0017252705716708228,-0.01999093727769441,-0.015518867512499424,-0.00829825258048944,-0.039435141363019954,-0.03832446861302563,-0.010007403302921714,-0.04230521174155655,-0.013698455850884028,-0.009062026284821556,-0.003316079160767149,-0.02277643743687341,-0.01722820207409337,-0.007253887787584623,-0.000697421131547582,-0.01548034672727161,-0.036675111415799155,-0.0011530399143219183,-0.036708007043216084,-0.026065165003039126,-0.011632438589063043,-0.013029514204526582,-0.013686368766207213,-0.016841667447417996,-0.02036340432504191,-0.02346646793622076,-0.020778128969779153,-0.0249256882665001,-0.013147947508967528,-0.022220923214618327,-0.008211741866933742,-0.025545461217935106,-0.0038656900380813486,-0.012981752937965885,-0.018113313341746706,-0.02893057994531756,-0.004924247194690423,-0.0055656069490653826,-0.020468763356739306,-0.020572986945878613,-0.019000595822234567,-0.016891729193422855,-0.024449673009233064,-0.05020351306708526,-0.03340416705656668,-0.036805810976048514,-0.020233541943646904,-0.016818235551828598,-0.011536385709048913,-0.009908380574449871,-0.016899557273443166,-0.015833012810349656,-0.057398637663629515,-0.021647586550976095,-0.019877360108298103,-0.014640613628592036,-0.03396815476003301,-0.026238620989897266,-0.010487505276496445,0.013815391817668887,-0.03282666579091209,-0.02192189216945839,0.005591669933736609,0.000869585120159666,-0.03208580649661219,-0.009673062923443276,-0.03527201317580597
2023-09-22,0.008554897188856492,-0.001907021988476587,0.000936388901457752,-0.004143149165783844,-0.001456772148785368,-0.0008374679931698603,-0.0016238050792075631,-0.008888414063903172,-0.0063471332569994265,0.009433944337918776,-0.017689914918552985,0.004944583720798645,0.007248919838205525,-0.016104297451020155,0.012085965814790045,0.029007685465382682,-9.803132755192845e-05,0.0026388871828084692,-0.003620082068990005,0.00969748006554294,-0.004827559708639795,0.008652080664376838,0.025632140011637716,0.0035116714876881616,0.005802766111931756,0.00909966670046658,-0.0036032761352434717,0.0006344308714787417,0.004311767770182495,-0.0021731534071930403,0.005063228928633867,0.005779360749259332,-0.008752730368056016,0.003820221241054522,0.0004636174790597636,0.006323395334208115,0.00024616098703234,0.003845328820698546,-0.017736885929248714,-0.005219095428577791,0.007538681262041713,0.0016833640730342658,-0.006178891266464981,0.002033198967564598,-0.009186749099087788,0.006886778646583158,-0.0034542374008655896,-0.008375493469452766,-0.008619401793236059,-0.0067479573606846754,-0.013564222447830399,0.008327323236370532,0.013539673011697007,0.010963832200485024,-0.00630050345443578,0.014285827951739494,0.0013693013883269156,0.010810091071799866,-0.004150262715736819,0.008873399146211103,-0.01261912964684675,0.011327914561372276,-0.009967514352497653,0.013011008836892879,0.014432783868967958,-0.00788654175885517,-0.00395963548834255,-0.004200904881028866,0.014457365390629695,0.014381538279806705,-0.011297660827400913,0.010307921500994688,0.03167268496373299,0.0013246015223176144,0.013363616197617167,0.04079420864627181,0.009285722460065537,0.004704502523496634,-0.012623641713630729,-0.003177098890104646,-0.0006271105925585996,-0.0025934963959289847,0.0017732137155426209,-0.0013317600258492268,-0.012993838045948003,-0.011545603781679126,0.006229750037914927,0.005807317968003378,-0.004571788865379456,0.016919251217088815,-0.042315182614647506,-0.0005609776773928266,-0.009567961480510867,0.008320090375879774,0.004233712282641688,-0.013407474360298433,-0.03562118499209954,0.002824039451033711,0.00589413861116328,0.0196250659284527
2023-09-25,-0.0016521411188781254,-0.002534642715277702,0.012266115827536117,0.014674754055900463,0.0066026923428215145,0.007009659478699692,0.01665124873434287,-0.006189131037712126,-0.0031379849326240716,-0.0002850524671336174,0.011652607546736249,0.007380426737696677,0.0030844849051672174,0.060794991240021856,0.016364477729896132,0.005116136118136438,0.007988653873981955,0.00279928991941758,-0.011155422659949954,0.014124551092555171,-0.010322836382051559,0.011549177387214282,0.005801496143592155,-0.0036936288801884265,-0.001602653224325623,0.0025578614780346065,-0.011657425801347765,0.0015254911832105478,-0.0016800748961969258,0.000768705993658747,-0.0033059531925213603,0.0017239360188461283,-0.009492310998570064,0.016763449859559465,0.004865595116197552,5.3579942744130804e-05,-0.016300726061901694,0.0009012415472611224,-0.016457170758928608,0.013747648197520279,-0.009320019449047146,0.005966355905616227,0.0022379764872069163,0.010699158447097235,-0.002232161132703081,0.0334213178834637,-0.0023996508653174597,0.007566364184833585,0.01096007439227975,0.0035575473026310256,0.003218200483416478,-0.0005113481186417301,0.017522510683799064,0.007901444876128316,-0.019323790119143203,0.0023905813117075514,0.009706303820773199,-0.00958639695329111,-0.007357469596116273,0.006309776281802959,0.010626855010718028,0.005851161952735051,0.014838453511882843,0.004540575089577281,-0.004355241340843641,0.0016719491203700532,-0.01022304928222273,0.0023844656460696445,0.0147080338737815,0.006758383915972388,0.013138122393961504,-0.002542649269002828,0.006928915284033499,0.01959274882050499,0.006240486079389873,0.007922465691782676,0.006369437498865205,-0.008664810183958038,0.016931574363363122,0.012394803769241403,-0.005363331895380075,0.02553865557187729,0.011881031103797346,-0.004808350431027786,-0.01782197692335208,0.009419743458024321,-0.010034121029803611,0.0021930859468826114,0.004736303655696439,0.0036891962280858337,0.00861646752809131,0.003680247243706747,0.004683783875081948,-0.01637197151252978,0.003058383994170466,0.0032615645364315604,-0.03963968639065574,0.0033358850586566735,-0.0040179190704277,-0.018060809253880317
2023-09-26,-0.022895850220084113,-0.010359691648389902,-0.014582031310290011,-0.013866114647493433,-0.019372863297897225,-0.020579719906953065,-0.040298626825268746,-0.029740695192797872,0.008169129031213584,-0.0176137336192681,0.010209407902075363,-0.023398517647596262,-0.018376187941568478,-0.016899305513463858,-0.01044385639102785,-0.025755943420853078,-0.01949722634577944,-0.011582280052577776,-0.018784955390310776,-0.005292583095694137,0.01188135624556974,-0.012050109108594387,-0.021225780513001835,-0.023219449251246194,-0.017014439434122952,-0.008605429159628253,-0.025680623778702172,-0.05271805617232039,-0.014397668247304374,-0.02329748631382178,-0.0101091185337715,-0.01563183548998548,-0.014040370988392725,-0.033152111952601815,-0.014756730583590616,-0.01013205730983413,0.0035017356491096052,-0.025551516621328818,0.029746749484222512,0.002751531597669832,-0.01179275705913585,-0.0112772501380346,-0.028535669586983725,-0.006022996270579117,-0.011701949716631854,-0.004061368307947788,0.009354410869019336,-0.017988103553777668,-0.02069205684622244,-0.011023641282346897,-0.013414809326946275,-0.010072559706393425,-0.008559283088235281,-0.022464281755148252,-0.009852030513999965,-0.023509910121080835,-0.014260148722764376,-0.00954904128841938,-0.006064336907211532,-0.017480630428956756,-0.016977546963106938,-0.006216153471731212,-0.03144074578965572,-0.017822446803156367,-0.009332153318118874,-0.017005904489216572,0.012336915535771098,-0.006587385183897676,-0.007365796122125068,-0.015798436529553705,-0.014423045657565914,-0.02043613162641933,-0.04562775355036208,-0.02325515096989672,-0.018722146406756957,-0.028544855378434875,-0.01828412264412438,0.001147726606793631,0.001189257460046722,-0.014254498255263925,-0.010382448323552174,-0.006429501545651695,-0.0026718576736572963,-0.0185346119794616,-0.0010940691869256725,-0.03863388276933055,-0.007979266588437728,-0.007770762506070894,0.0032140903645521135,-0.009873838682432412,-0.011619945391094122,-0.018272118718861585,0.005244805447124357,-0.00972031614342328,-0.005274121484255323,0.002908686156827711,0.0028142339024961327,-0.010147203600702648,-0.029752921957158285,-0.0063100116379378735
2023-09-27,0.003177919567896259,-0.0073078842161974356,0.021988335040459495,0.013229513276000304,0.015322301661377047,0.01552747232941365,0.0,-0.006287876202198839,-0.00022278392482966147,0.0027271264425936526,0.025136077140908597,-0.008897465354068435,0.007309047315433581,-0.009902817166736244,-0.0041044299347765545,0.03197497686069117,0.003074457532125985,0.02271956645299622,0.02658084104165992,0.015121783120155552,-0.002053860896603088,0.007214367147051037,0.0007597234070972902,-0.007740854780241446,-0.011103922707145997,0.006062982739917011,0.010962894648369081,0.004615031337012354,0.009296125704868485,0.0006552479733108463,-0.005744353705515626,-0.006410274063772259,0.008137215209861326,0.020831420340705842,0.00748887662654707,0.019115199221141355,0.015952128780836183,0.014554720349684747,0.0391558732087991,0.02724434353987082,0.047868055875237125,-0.0032950528403010715,-0.00894008939142088,0.011017278848059586,0.01236286053804303,0.0312642092569122,0.0002649118070718881,0.028098912394048492,-5.330622314980715e-05,0.010267729952258886,0.023056483333980804,0.010035957847859489,0.0023732629310815323,0.0008985680869229018,-0.015236301377794415,0.013069337984768392,0.0021821364756142714,-0.0039930357774626835,0.011055534223532115,0.01624456626001325,-0.00953790388966691,-0.004080830391866019,-0.005263152199930898,0.005917099869287901,0.003974266127997339,0.002082400249376004,-0.00821896671125888,-0.021550966364193735,0.013289936630675125,0.008769633602940585,-0.004377069643004328,-0.0004264505716821132,0.021076001039594727,0.0022053205046239643,0.011328291423735815,0.011391458440836999,0.06375360608099911,0.022531861023975974,-0.026981166542574098,0.033623358137147674,-0.017099549252031943,-0.00483039767060045,0.00018026525502090607,0.006556785869849424,-0.0057509523910870275,0.006600663243387261,-0.009021835316211146,0.0053110955758886025,-0.005410791076208676,0.002911587438256147,-0.014828753029631048,0.0011395938318086163,-0.013623177505569739,0.01425302567495823,-0.007373476839115933,-0.005800587252296818,0.03180544115378714,0.006848682724693411,-0.008835893278841378,0.0056745007418597115
2023-09-28,0.01065217800610574,0.004118597889138043,0.04782300862649835,0.018204897885764515,0.01355892262385483,0.012703435303238697,0.0,-0.01568644543466058,0.0068403866699873195,0.020832142434530798,0.004550058112417377,0.001525636249081197,0.023396972014477546,0.04717871147031705,-0.0076537938373379966,-0.002936420709340415,0.02773383747383007,0.0028026045276765554,0.007346560387413881,0.009379466859489316,0.001203780567796242,0.007191966632701163,0.01859670304706551,0.021088099110568193,0.00957738642967687,0.014567529587100392,0.025517966904954337,0.0058411015341290895,0.012781911094166487,0.006024873525420915,0.007863968494277618,-0.005278617505049099,0.005829725535378083,-0.01291206534941336,0.008826970379783416,0.009050369480468445,0.013554997576506578,0.012865731866789298,0.03659466696270708,-0.0005725524309097008,-0.004478547246159592,0.01025682770174452,-0.023711544623471914,0.010715639921413889,0.007911921040620884,0.021968557059191207,-0.0017206101340548896,0.013665405328896263,-0.004098441587037094,0.0002747462317223004,0.016468991404549715,0.007870305124571875,0.016196003634925127,0.02812174057430772,0.0001587768815520807,0.0221527204635088,0.00397809570015073,-0.00036929536062646484,0.029244895657440706,0.027592712374841843,0.014022852675089625,0.02089082563313971,0.04210621858627639,0.02758186669931395,-0.04412868667825076,0.00271754847021044,-0.002515584663447923,0.0007530292984123665,0.014622892475824045,0.01947122197561102,-0.0032575306503285217,0.0035441919861316507,0.021727321387218668,0.015404198909465983,0.010612068030358746,0.006421059056332279,0.061952865499043774,0.014144022706447323,0.01464946198731365,0.005235560635785674,-0.0004127698094912313,0.017492490205719857,0.002414294460875821,0.0017673102972133314,0.026533292748344595,0.0260366890751631,-0.0009870311481054994,0.031340243710237026,0.0,0.017564219700870964,0.02444908475181906,0.006007238283497474,-0.008228010513748885,0.029961581957933525,0.003797634165338293,0.008151025749365104,-0.0308250372456087,-0.08487499044714242,-0.005942989865374448,0.013770424659073077
