Company,ASML Holding N.V.,Adobe Inc.,"Advanced Micro Devices, Inc.","Airbnb, Inc.",Alphabet Inc. (Class A),Alphabet Inc. (Class C),"Amazon.com, Inc.","American Electric Power Company, Inc.",Amgen Inc.,"Analog Devices, Inc.",AppLovin Corporation,Apple Inc.,"Applied Materials, Inc.",Arm Holdings plc,AstraZeneca plc,Atlassian Corporation Plc,"Autodesk, Inc.","Automatic Data Processing, Inc.","Axon Enterprise, Inc.",Baker Hughes Company,Biogen Inc.,Booking Holdings Inc.,Broadcom Inc.,CDW Corporation,CSX Corporation,"Cadence Design Systems, Inc.","Charter Communications, Inc.",Cintas Corporation,"Cisco Systems, Inc.","CoStar Group, Inc.",Coca-Cola Europacific Partners,Cognizant Technology Solutions Corporation,Comcast Corporation,"Constellation Energy, Inc.","Copart, Inc.",Costco Wholesale Corporation,"CrowdStrike Holdings, Inc.","Datadog, Inc.","DexCom, Inc.","Diamondback Energy, Inc.","DoorDash, Inc.",Electronic Arts Inc.,Exelon Corporation,Fastenal Company,"Fortinet, Inc.",GE Healthcare,"Gilead Sciences, Inc.",GlobalFoundries Inc.,Honeywell International Inc.,"Idexx Laboratories, Inc.",Intel Corporation,Intuit Inc.,"Intuitive Surgical, Inc.",KLA Corporation,Keurig Dr Pepper Inc.,Lam Research Corporation,Linde plc,Lululemon Athletica Inc.,"Marriott International, Inc.","Marvell Technology, Inc.","MercadoLibre, Inc.","Meta Platforms, Inc.",MicroStrategy Incorporated,Microchip Technology Inc.,"Micron Technology, Inc.",Microsoft Corporation,"Mondelez International, Inc.",Monster Beverage Corporation,NVIDIA Corporation,NXP Semiconductors N.V.,"Netflix, Inc.","O'Reilly Automotive, Inc.",ON Semiconductor Corporation,"Old Dominion Freight Line, Inc.",PACCAR Inc.,PDD Holdings Inc.,Palantir Technologies Inc.,"Palo Alto Networks, Inc.","PayPal Holdings, Inc.","Paychex, Inc.","PepsiCo, Inc.",QUALCOMM Incorporated,"Regeneron Pharmaceuticals, Inc.","Roper Technologies, Inc.","Ross Stores, Inc.",Shopify Inc.,Starbucks Corporation,"Synopsys, Inc.","T-Mobile US, Inc.","Take-Two Interactive Software, Inc.","Tesla, Inc.",Texas Instruments Incorporated,The Kraft Heinz Company,"The Trade Desk, Inc.","Verisk Analytics, Inc.",Vertex Pharmaceuticals Incorporated,"Warner Bros. Discovery, Inc.","Workday, Inc.",Xcel Energy Inc.,"Zscaler, Inc."
Biogen Inc.,6.034354677037118e-05,3.25617201010363e-05,6.196770115832502e-05,4.5919057728035146e-05,3.437210229165564e-05,3.522835694343546e-05,2.40095611592615e-05,4.65743752646881e-05,0.00010751195672170389,8.212463774943792e-05,1.6139478549185954e-05,3.474798243654542e-05,7.054090415796974e-05,0.00012842670812532593,5.721321696011035e-05,5.926722173034808e-05,6.744027889789187e-05,2.384624885045353e-05,7.852446864104241e-06,1.6676364875510717e-05,0.0002583417334864879,2.249092136304516e-05,3.2125086472874476e-05,4.569817185295939e-05,4.043355918388305e-05,4.7017487267532496e-05,3.958555694656177e-05,3.364271685806339e-05,4.1208783738837774e-05,0.00010416866875255871,4.558624962751371e-05,3.5066354571723795e-05,5.0678748808359975e-05,-2.774295170733369e-05,4.3059598125558585e-05,1.8164843402493035e-05,1.0316283914974644e-05,2.3296308053800034e-05,0.00012137537469877809,2.0437897696986104e-05,2.1423308260912498e-05,2.7064819381055817e-05,4.887734218070656e-05,1.61469703917405e-05,1.4889083549568747e-05,8.559555378661922e-05,7.084123055594006e-05,9.014467550865376e-05,4.8328881229162926e-05,9.463071409657923e-05,7.650490390477727e-05,4.080576369729327e-05,4.714273570269795e-05,6.687423263934012e-05,2.614408343694737e-05,7.035262445961333e-05,3.0164898117380072e-05,7.702511393833255e-05,5.056972138539307e-05,5.434345541699855e-05,3.107145983333561e-05,1.8960634636633408e-05,6.644245884196155e-05,0.00011448181775796726,6.47982773219435e-05,1.9746250224844802e-05,5.409691280558681e-05,3.559675949481392e-05,6.809552375592312e-06,8.39996245780276e-05,-8.209247181938089e-06,7.16832148598864e-06,0.00012670305378250288,4.2545079634380565e-05,5.205970881197883e-05,1.15539973523085e-05,6.018383329773122e-05,1.4234674114858132e-05,6.90023140944065e-05,2.4665312037871648e-05,4.5595811651828e-05,6.095830498485201e-05,8.8636623575169e-05,3.805863691401359e-05,4.8860608110822714e-05,8.114412800753354e-05,4.6764746789209785e-05,4.7569131742936586e-05,3.255340784236335e-05,3.647654240268018e-05,0.00010489937920902231,7.702621488380395e-05,5.783803931395319e-05,1.967492971517624e-05,2.2765949858614763e-05,6.910449432111955e-05,0.00013053222863669268,3.002919392555128e-05,5.72883978801513e-05,5.111003714391136e-05
Booking Holdings Inc.,0.00014917400148236934,8.034639523538344e-05,0.0001622552735869682,0.00014491073228920916,7.520970923770838e-05,7.548713531790982e-05,0.00010109628751659913,-8.871635011087357e-06,4.478886604191164e-05,0.00010622235276323925,0.00018046947954533597,5.959771001059257e-05,0.00015912795433276509,0.00023287999357435389,5.634878369629955e-07,0.00013869814449806334,0.00010428842946591518,3.5098955408305714e-05,9.68176340534846e-05,4.1055941017182985e-05,2.249092136304516e-05,0.0002576832287238903,0.00016862218801951185,7.480056912378731e-05,4.158858849315336e-05,0.0001343580395874378,7.118372721002802e-05,5.18632534080088e-05,3.990392454626336e-05,3.4228644245655547e-05,3.35471554516488e-05,4.784208940801766e-05,5.4872986917384315e-05,0.0001284827270167215,6.792024687903898e-05,5.185075174967759e-05,0.00013869151299722473,0.00010840870743188145,4.306194760962618e-05,1.9616152328446745e-05,0.00011265523778554685,2.3957529083488112e-05,-9.080379912811101e-06,5.3484968979314184e-05,2.9764823427564532e-05,5.817621878364108e-05,1.4006349222910265e-05,0.00013675074050108565,4.087867400833199e-05,6.368211557787471e-05,0.0001696520896080368,9.236707577433907e-05,8.051030325118232e-05,0.00015073936522212318,1.026347966655636e-05,0.00016780745362805812,3.209211261928319e-05,0.00010147178901632553,0.00010237187437043327,0.0002029718341609128,0.00010764060987997388,9.12393269752012e-05,0.0002366049163803409,0.00013557085614113862,0.00014462900558016246,6.565184136622464e-05,7.932486428241455e-06,2.9171360728683282e-05,0.00017385943245673097,0.00011954936259862162,7.800022573631568e-05,1.6930967562241382e-05,0.00016162349876499952,8.851504803689064e-05,6.862119611010318e-05,4.3783450424147495e-05,0.00021693961746758298,8.242174365732664e-05,8.354578564843135e-05,3.9743058587531794e-05,-1.7243348332352452e-06,0.00012222123973933084,2.4518588966652393e-05,4.1399343956632464e-05,5.224272383714739e-05,0.00012370827646045608,7.935873792282672e-05,0.00013758935984047873,2.482371463610889e-05,7.802099611258624e-05,0.0001663183731476705,7.835340429264289e-05,4.302454473361715e-06,0.00013585479755115232,2.0041333795171892e-05,3.649300331897615e-05,0.00011367548985308825,6.804791773232607e-05,8.02764286989236e-06,0.00010572307552761737
Broadcom Inc.,0.0004713052315922835,0.00019124124641205402,0.00046510102297764793,0.0001735908985042209,0.0001866815672301159,0.00018526377244255018,0.00023550308181763643,-7.892783092343987e-05,3.292789378604455e-05,0.00026694485745258867,0.00044103323726811636,0.00011579254097095216,0.0005044602011718781,0.0006850008828134072,-1.7325009912598602e-06,0.0001802011758058367,0.00021475640479973212,4.222803271074678e-05,0.0001884189509107686,8.618796423316238e-05,3.2125086472874476e-05,0.00016862218801951185,0.0010365696095922198,0.00014385708590988107,1.9375450176583246e-05,0.00040843167906287587,3.0346999471902953e-05,9.605599800709481e-05,0.00010254626476537522,5.2087372351221346e-05,1.9333772100685845e-05,6.865598356855353e-05,-6.132891511965095e-07,0.00042467723793304803,0.00012958212535082986,0.0001280029206754346,0.00038199565816335817,0.0002602564987906019,5.174186592663143e-05,4.777246802146505e-05,0.0002368385562347612,6.889744359504732e-05,-5.593139378177162e-05,7.264581389556332e-05,9.34938569024437e-05,0.00011655186396269991,-3.273924596344842e-05,0.0003273795739738656,7.090192082445943e-05,0.00012499209427461046,0.0003301837082386705,0.00019526504379313437,0.00015947636138510064,0.0005315559457281146,-3.444375143655088e-05,0.0005330504630091656,5.010102176970932e-05,0.00016176042841005892,0.00012549563721906632,0.0007419880714815351,0.00013303166307325001,0.00022357456556911038,0.000358593561077064,0.00030035004132312115,0.0005979903804535328,0.00017229993171743974,-3.2999529190088993e-05,-3.564678880882224e-05,0.0006300078296458698,0.00031688477456459706,0.00018363404829290015,1.4935449409488088e-05,0.0003732213381399773,0.0001435247001097283,0.0001043318330255358,0.0001567602740075334,0.0004366107020248829,0.00021242866604837722,0.00011918674357235852,4.416961136789877e-05,-6.248361705896082e-05,0.0004022696331071659,4.816937361613784e-05,7.831500757711169e-05,0.00010472667265098923,0.0002741898374030748,8.798885789614542e-05,0.00040905321302585394,1.3887060839957976e-05,8.814994543344174e-05,0.0004315061436502423,0.000199975100231943,-4.198389943648683e-05,0.00023594730642073942,-1.6832163770596515e-05,8.883537081191564e-05,-2.8656116521056863e-05,0.0001371084731026402,-8.57040616126109e-05,0.00024766132801484834
CDW Corporation,0.000143115320372667,4.995268502704837e-05,0.00020581019584739002,9.481409083208182e-05,4.0890940568899895e-05,4.0862172002378306e-05,6.661350384589928e-05,-7.128760261657605e-07,5.095470639081331e-05,0.00016040834640837766,0.00010848494436046823,5.621805007902348e-05,0.0001526537747681667,0.0002321229928914669,2.211526273681244e-05,8.76922557292252e-05,0.00010489223353539001,3.326159131044397e-05,7.953810267691123e-05,6.960608880995877e-05,4.569817185295939e-05,7.480056912378731e-05,0.00014385708590988107,0.0002589034244406015,6.455523504569487e-05,0.0001096072366821889,4.404979053305333e-05,5.4200073005834054e-05,6.0694513303156706e-05,9.231121476201185e-05,2.8542833860349346e-05,7.340494287626977e-05,3.292094259548765e-05,7.199873824885008e-05,7.054929940364243e-05,4.005508407774453e-05,0.00010982739815863364,7.027659262901508e-05,5.876932882919717e-05,3.5861147192604115e-05,9.626669380029058e-05,4.416655192276164e-05,1.8495431323198996e-06,7.16790681435768e-05,5.605642894974039e-05,4.9623759331129335e-05,3.306294746933465e-05,0.0001865631265399529,4.3301276371520685e-05,0.00011320713530637467,0.0001395231228801555,8.913231702105794e-05,5.8665346037198294e-05,0.00015866458861493957,2.0813982446881967e-05,0.0001698896054083419,4.0948307040174354e-05,8.887063291248695e-05,9.327721085523725e-05,0.0001849624879919859,4.279225280978582e-05,5.308526618159056e-05,0.00019442039835728674,0.0001875908356459299,0.0001663416824996968,5.697523769615755e-05,3.5739268069031152e-06,1.3916816703591603e-05,0.00010932823322566688,0.00017141653465491274,4.3196953757912455e-05,4.882687926457387e-05,0.00018150864643959343,0.00010452124867412475,9.011705619136393e-05,3.403736782191711e-05,0.00014902441335870882,8.73840130926665e-05,9.479799723439023e-05,5.7857327473876905e-05,1.122963274054507e-05,0.00014037641856873425,4.5232961722287395e-05,6.247300085587078e-05,5.485119893584363e-05,0.00014109128156708557,0.00010782967316664935,0.00011511782805228057,4.23255178541715e-06,4.034664978463103e-05,0.00014726002136815193,0.00012556864368398242,3.074988623657567e-05,9.431908035104654e-05,7.400582198356897e-06,3.397571485512233e-05,7.86785003544305e-05,8.501753843644951e-05,4.760919033515172e-06,0.0001212132643508249
CSX Corporation,4.6776531755239716e-05,5.3321093769099276e-05,5.062572749765684e-05,5.80903989270075e-05,2.227968177583299e-05,2.3411106916873646e-05,4.532701495699183e-05,2.9801157418623914e-05,5.8523570014473816e-05,7.456529065919257e-05,1.3284686987560696e-05,1.9859917268892614e-05,4.7137194139200524e-05,5.3820020797202295e-05,1.6287541649002284e-05,7.082655851071226e-05,6.578138942867652e-05,4.893567516717064e-05,7.430037566705134e-05,7.296065984160031e-05,4.043355918388305e-05,4.158858849315336e-05,1.9375450176583246e-05,6.455523504569487e-05,0.00016778822272862286,5.241821353958814e-05,8.268224543345192e-05,5.3819202720113185e-05,4.3194787339026624e-05,5.827393150962571e-05,3.567420871638686e-05,6.84282484467134e-05,7.172903095771903e-05,2.6235712812169535e-05,6.205341862385276e-05,2.0018836026011495e-05,4.454166620604377e-05,4.5954605654001724e-05,5.180529792488459e-06,4.49508709021379e-05,6.299384171018752e-05,3.4675576294953296e-05,3.422598905630856e-05,6.493275407532658e-05,3.9545924009036475e-05,5.5157199757374095e-05,2.7278094779727285e-05,9.247847825438502e-05,5.7022316420162794e-05,6.057480640005677e-05,9.514740308833111e-05,5.0829802533678825e-05,4.1516856560021486e-05,5.2288531245980235e-05,3.274419378147912e-05,5.4083633098533895e-05,3.736175382009689e-05,4.3927347395004136e-05,6.767568870452485e-05,4.00450903283082e-05,5.0564107259043795e-05,2.4879329772269964e-05,0.00012325651882489366,7.646261834941442e-05,4.4556070807107e-05,1.823517750865556e-05,2.2714646245394088e-05,3.785645362201359e-05,3.2564503017581704e-06,6.477741392489952e-05,3.353897590063163e-05,4.8226776648549904e-05,7.685377711537423e-05,0.00013453789901043633,8.965888582582716e-05,5.428134625231506e-06,0.00012690085359697597,4.4889053142391587e-05,6.823987555278961e-05,5.782924238778009e-05,2.7360879393489288e-05,6.0358139127832946e-05,3.467155257960434e-05,5.183789404801032e-05,3.5189097924214207e-05,8.084548319205184e-05,3.7547437471748414e-05,6.018767856479659e-05,2.895160854960516e-05,2.0000045149077183e-05,5.8884821501705936e-05,7.440970819941464e-05,3.6063711915717306e-05,3.481395170258399e-05,3.292692628560966e-05,3.425322946633144e-05,8.424947118059369e-05,4.911684507650618e-05,3.707103783748641e-05,5.46319569366255e-05
"Cadence Design Systems, Inc.",0.00032896641272989256,0.00018729512097424394,0.00032221580958585614,0.00017496859330914748,0.00015146036582565893,0.0001508836086925538,0.00019656789500614703,-6.311562365831407e-05,5.127892815693327e-05,0.00018118088066350013,0.00031799946772571814,8.520116195868436e-05,0.00034760632060685734,0.0004931893387385604,5.152229607921463e-06,0.00020822031563931946,0.00019436509343058675,4.231311127960786e-05,0.0001908095140071528,5.8878724759113694e-05,4.7017487267532496e-05,0.0001343580395874378,0.00040843167906287587,0.0001096072366821889,5.241821353958814e-05,0.00046196276271027163,5.472894806460885e-05,6.328712098203855e-05,7.389637601662891e-05,7.870967864105495e-05,2.284763042508332e-05,6.404534836637179e-05,6.251664687017578e-06,0.00023924393421349117,0.0001348523027757866,9.431965854921073e-05,0.0002988977834639163,0.00025571668291458205,0.00010245444722399683,3.186017259771946e-05,0.00016573603834203776,6.249930677603533e-05,-5.0720343958337204e-05,7.404481018548075e-05,7.43609840841715e-05,9.519643457927192e-05,-3.871139557314118e-05,0.00020926171344174614,5.393795332858152e-05,0.00013397340429997974,0.0002703840999503561,0.0001791204424074923,0.00016188199243612894,0.0003494469939079914,-2.7423479196046225e-05,0.00036194702989695405,5.2400325712947004e-05,0.0001318460086534053,0.00010697373716645508,0.0004093667535987745,0.00011530261999167738,0.0002027183161277824,0.0003092959219226849,0.0002132242065883058,0.0003489970754881553,0.0001528910647948454,-2.5944494582704944e-05,-1.951713649009407e-06,0.0004112851833684286,0.00021401737129406247,0.00013634534815368997,2.700485519728859e-05,0.00024832496188064606,0.00015497300541631403,8.159595318727903e-05,0.00012006513249541264,0.00033160426336579265,0.00019047927548739978,8.389901690577827e-05,4.530806316403602e-05,-2.9699945312425307e-05,0.00026012228640564806,5.043208395821526e-05,0.00010025654595493519,6.971114879157446e-05,0.00024931256989986435,5.234747491042399e-05,0.000409343413896473,7.419505562986933e-06,0.0001009091477626218,0.00022239996470890702,0.00014349168019302738,-4.1067266881736706e-05,0.00019732760730274874,2.484261572435994e-05,6.240776651852462e-05,1.3603338503946593e-05,0.00015191617798503745,-6.031757475850051e-05,0.0002549815893649121
"Charter Communications, Inc.",2.24374182489781e-05,7.183443384932232e-05,3.264751339242659e-05,9.80040718821434e-05,6.217192716421625e-05,6.229986947463646e-05,4.624528138036564e-05,4.758800234294057e-05,8.279544252688738e-05,6.34464151008616e-05,4.222592819060347e-05,3.4655419751896415e-05,4.352469928282879e-05,8.931407234002516e-05,1.7202636904022458e-05,0.00026508630764285503,7.91677776414406e-05,7.109173810548553e-05,7.870815095068508e-05,0.00010097987981538168,3.958555694656177e-05,7.118372721002802e-05,3.0346999471902953e-05,4.404979053305333e-05,8.268224543345192e-05,5.472894806460885e-05,0.0005799127275139873,7.082058868650642e-05,7.283974313390101e-05,5.7059350621054296e-05,5.1280523262903036e-05,8.203935857664805e-05,0.0002205053605937255,-4.307659556036354e-05,6.0268543271544246e-05,2.4255050819523344e-05,7.455726607542632e-05,3.9280502932801955e-05,-0.0001759323600621902,6.19770913491259e-05,7.987265626525836e-05,5.590359930617626e-05,4.408696851138426e-05,5.908695672439076e-05,3.1941278139984194e-05,5.960654797164199e-05,7.96691306339223e-05,0.00012422929272057798,6.003982770070196e-05,3.8402727442354125e-05,0.00011442571088360455,5.98721410027462e-05,2.7449817888450618e-05,3.800951919613496e-05,3.633771703430767e-05,3.405003580100585e-05,4.467610569154866e-05,9.709928580508378e-05,8.831555339127708e-05,8.568695793831548e-05,0.00010352250033841168,-5.052393482716244e-05,0.00010520277570975058,8.349688105114717e-05,6.965692018699859e-06,5.532393612192356e-05,4.3625241348696985e-05,5.142401777535237e-05,8.037632063732099e-06,6.603588762956448e-05,2.5886346011358518e-05,4.0522335711070436e-05,7.441884728899674e-05,6.598061006034668e-05,3.8656248819478493e-05,-2.27746240491441e-05,0.0001107206670491929,9.640476080962422e-05,0.00011054745493203959,8.103177768272467e-05,4.769161259196749e-05,4.669619943977927e-05,5.526585798749901e-05,5.949452047381937e-05,3.1804957321221735e-05,5.059397865174091e-05,6.375496243991224e-05,5.8920575312680936e-05,5.88074132015966e-05,2.4730008075509874e-05,0.00015231090792015064,6.085405757153505e-05,4.625758736163542e-05,5.3086470749821536e-05,6.277646067033556e-05,6.811873263772806e-05,0.00023680218478643508,7.851109248620434e-05,7.21214387280122e-05,0.00012662791418910048
Cintas Corporation,7.450918645268713e-05,6.943373714222527e-05,9.77274214419454e-05,4.680992839903017e-05,4.567307283660446e-05,4.747710644889562e-05,6.464451632404317e-05,3.646515014766002e-05,4.5098284930289494e-05,8.948176831590461e-05,0.00011115265633862964,3.5359393245626056e-05,9.31502703963048e-05,0.00010069241828925782,2.8645611386921664e-05,6.84055615424185e-05,7.258197307629761e-05,5.32757768205854e-05,7.469532695638599e-05,3.4064602607184805e-05,3.364271685806339e-05,5.18632534080088e-05,9.605599800709481e-05,5.4200073005834054e-05,5.3819202720113185e-05,6.328712098203855e-05,7.082058868650642e-05,0.00018422975561682679,3.438026369666299e-05,7.95784962742059e-05,3.635414769694974e-05,5.471844126491884e-05,5.2231321008155436e-05,4.758312999277021e-05,7.35163257060314e-05,6.073823628304069e-05,5.7207323371366146e-05,7.242426234659388e-05,2.351981866855878e-05,2.3196511812785807e-05,6.82412605444701e-05,5.354351100440959e-05,4.1675277291504194e-05,6.551869542860827e-05,4.035876347678441e-05,6.0876424534561014e-05,2.747366933910452e-05,9.475504616178054e-05,5.530563429509959e-05,5.3615087375425045e-05,9.488364140587471e-05,8.416723007426056e-05,7.354083656045015e-05,9.836523966307099e-05,2.7468448125233768e-05,9.718836031017054e-05,4.7242631395493505e-05,3.6826820630799726e-05,6.31766771147498e-05,0.00011318160080706939,7.030777689332067e-05,6.433073820535149e-05,0.0001264894328516728,8.347844232601081e-05,0.00012251266230177229,4.611088946172052e-05,3.637544044327748e-05,3.590406402907295e-05,6.881692623560169e-05,8.432679013675758e-05,3.531626319403102e-05,5.2172698009591026e-05,8.227415817716306e-05,8.155830646554144e-05,7.3364254495106e-05,-3.286158132813354e-05,0.00010041610911768755,6.299728712180937e-05,6.238533901637303e-05,4.429413612338652e-05,3.6278336175265984e-05,6.626134255698439e-05,3.297268405684497e-05,6.933751412990475e-05,3.625294027882711e-05,0.00010408920006403019,3.0954482325026356e-05,7.753080944258323e-05,4.77628484148958e-05,4.528176494820072e-05,0.00010030788611653051,7.824955102002638e-05,1.4259125678377475e-05,6.264803894595523e-05,6.129486677571709e-05,6.448981615863667e-05,5.936066073570459e-05,5.173518524342191e-05,4.695714740847613e-05,8.024684532215127e-05
"Cisco Systems, Inc.",4.3052799830469936e-05,6.596687738534129e-05,7.915304720166066e-05,7.098611471287891e-05,5.396667585545196e-05,5.443592900493255e-05,7.030137540762028e-05,7.579096255356279e-06,4.3707858626607165e-05,8.182143762927116e-05,9.074378849799081e-05,2.2738787912866097e-05,5.792676076925592e-05,9.848592313003822e-05,1.624060816779724e-05,0.00010286241054115412,7.419739488093067e-05,3.6923730019992616e-05,5.0154131682401136e-05,6.831269436777453e-05,4.1208783738837774e-05,3.990392454626336e-05,0.00010254626476537522,6.0694513303156706e-05,4.3194787339026624e-05,7.389637601662891e-05,7.283974313390101e-05,3.438026369666299e-05,0.00014809424945251467,5.45093058438467e-05,2.3830308546334513e-05,5.173971579479111e-05,5.2734588258138206e-05,8.079259989561201e-05,4.941860755348886e-05,3.162296687665361e-05,7.896164230478742e-05,5.2231726364881635e-05,2.932342939529155e-05,4.058434116142101e-05,6.13868137677701e-05,3.1310022760521376e-05,2.5146634835869277e-05,4.406109347024902e-05,5.7801357166745186e-05,5.419237711348248e-05,4.035872614197792e-05,0.00010152040457295384,3.696621407752794e-05,4.8995706069873996e-05,9.191334691835552e-05,5.899294901059119e-05,3.7058940507578024e-05,6.52682874005852e-05,2.1511419655246027e-05,6.119174992855557e-05,2.9875809300207278e-05,7.074233276291807e-05,4.441326954412502e-05,0.00012338835547034128,4.461474830419398e-05,2.9576692014610064e-05,0.00012019381880040441,7.138899608909253e-05,8.4013727430058e-05,3.841375029850731e-05,1.3245041865897848e-05,2.005385442062204e-05,8.340835972544198e-05,6.692607576754705e-05,3.1349363433891605e-05,2.5858721220178206e-05,9.04176708978974e-05,6.477075227454826e-05,4.82453601012421e-05,3.236128282115435e-05,0.00012755863911507334,7.47209171915181e-05,6.89215776106428e-05,4.693753536689508e-05,1.476519790069721e-05,5.1921900131271826e-05,3.072949267977934e-05,5.0046224214853764e-05,4.974267246900729e-05,0.00010052533839478365,4.722467836291142e-05,6.757596500579598e-05,2.7765159745163226e-05,3.0052901185334303e-05,7.890711962648168e-05,6.26423026041899e-05,1.4719051519602585e-05,3.249088699153671e-05,2.1301517804608807e-05,3.655774150298708e-05,7.69333874034248e-05,5.524957195940749e-05,2.1127488676911683e-05,8.783528839990158e-05
"CoStar Group, Inc.",8.32297645492732e-05,3.791048378522747e-05,0.00011505208706186376,0.00011215560057549904,6.458371428141314e-05,6.618508481595639e-05,8.024980857012967e-05,5.822791346844963e-05,8.050036115217673e-05,0.00014631027176827686,0.00014723513366461573,6.749565438661991e-05,0.00011628622046266764,9.265920899305941e-05,4.3161726378869646e-05,0.00013519213212941688,0.00010048868005609037,5.7178895263869034e-05,8.142961053805194e-05,5.306665177537543e-05,0.00010416866875255871,3.4228644245655547e-05,5.2087372351221346e-05,9.231121476201185e-05,5.827393150962571e-05,7.870967864105495e-05,5.7059350621054296e-05,7.95784962742059e-05,5.45093058438467e-05,0.0003323814503789462,5.200207617524719e-05,8.511850813782817e-05,6.107792256004471e-05,3.311530401663678e-05,0.00010134286984230888,4.088465960915523e-05,7.245089257741018e-05,0.00013283180461504858,6.796979003298424e-05,4.8656559007818946e-05,9.333215945649863e-05,6.33985929642457e-05,3.676270220415608e-05,6.412615308523661e-05,6.091789534787975e-05,0.00010757609791783824,5.419297816412644e-05,0.00013295359376394475,5.458849466729569e-05,9.934710500537566e-05,0.00010531931380657964,9.260687460379431e-05,0.00010164401220448718,0.0001156468807349617,5.1395031907562725e-05,0.00011834103747658359,4.911674014351365e-05,7.41061458226666e-05,8.631491528559244e-05,0.0001270237520265075,4.095470569956117e-05,5.5482460337210444e-05,0.000183365301997194,0.00017622196676907222,0.00010390637792938057,4.2954311373824107e-05,3.17254562634698e-05,7.068148408537801e-05,3.51380583369548e-05,0.00013634922101359492,1.881160825650194e-05,4.429811206369777e-05,0.00014217990946928364,8.73165294358412e-05,8.810419053819676e-05,1.627393903332418e-05,0.00011782150176637054,5.433866318922091e-05,0.00013629644489432163,5.991685611161127e-05,4.9037334389837446e-05,8.726884577902051e-05,6.177967523129116e-05,8.304479120252864e-05,6.806192375006678e-05,0.00014992786356219083,5.744788648897224e-05,9.2427801072741e-05,2.805252266712472e-05,7.40016114401946e-05,0.00014043323751006769,0.00012618667912722188,4.622293705850139e-05,9.884341785789961e-05,4.8312467430169875e-05,7.120753274213377e-05,0.00014964093663169284,9.203161107938448e-05,4.774250426167109e-05,0.00010751850500720336
Coca-Cola Europacific Partners,5.3448046489992e-05,3.268692818751515e-05,3.061880097326679e-05,3.902482117810889e-05,2.1371371603384214e-06,3.07038958243794e-06,1.9369735072932756e-05,3.844881617168104e-05,5.49768453306658e-05,4.450410875677884e-05,5.574972931788042e-05,3.004106111935169e-05,3.914463387058829e-05,5.68204822909969e-05,4.51416250894436e-05,3.183951216450401e-05,4.1358523895614735e-05,2.0887753744240727e-05,2.2034711987008365e-05,1.5326351919402967e-05,4.558624962751371e-05,3.35471554516488e-05,1.9333772100685845e-05,2.8542833860349346e-05,3.567420871638686e-05,2.284763042508332e-05,5.1280523262903036e-05,3.635414769694974e-05,2.3830308546334513e-05,5.200207617524719e-05,0.00011973474225961537,3.8990361694845e-05,3.452088306988795e-05,-1.860824236168785e-05,3.72142328813974e-05,3.3467811845989906e-05,1.8685606783091893e-05,1.4580307522118809e-05,7.566818237139226e-06,1.2854857081686607e-05,4.765632428672457e-05,3.359250180011798e-05,3.6587405105894285e-05,2.668959977895858e-05,1.6826486260626655e-05,4.181524743668566e-05,3.6972382403705e-05,7.232071231956073e-05,2.3405353488603125e-05,3.726483014525202e-05,3.813962447147331e-05,2.9595660448698383e-05,4.506297276234761e-05,4.153220297033659e-05,5.319207296332974e-05,4.4237736235370395e-05,3.0338864889171773e-05,3.976632733325928e-05,3.224618482280582e-05,1.5861782372240503e-05,4.174182398967009e-05,1.4352206941664802e-05,5.571156867063782e-05,5.7610305300946774e-05,3.147337149683094e-05,1.393775577078096e-05,5.982105434273024e-05,5.727869518229014e-05,9.776571849870075e-06,5.259215461428862e-05,2.2853409421175107e-05,1.3084007640649407e-05,5.438127717676385e-05,2.6809474219879447e-05,4.857330967067031e-05,2.181816280169837e-05,2.3167020579837988e-05,2.992439202107903e-05,6.090695839905338e-05,1.9952938344988836e-05,5.307865834783145e-05,2.980400642608735e-05,4.2581943751239746e-05,3.177146064899213e-05,3.662264807180663e-05,5.762201299694118e-05,5.245668579598903e-05,1.8229139506142913e-05,2.8708321156493733e-05,2.9888278164084505e-05,3.593867103607067e-05,4.134905629834073e-05,5.415948741411611e-05,7.528586893145671e-06,2.3134677586098784e-05,4.453876194944784e-05,8.752759416186896e-05,3.309201164512427e-05,4.709263648444869e-05,3.7239389665944436e-05
