Date,Company,Open,High,Low,Close,Volume
2023-01-02,Adani Enterprises,3864.5323081782853,3868.526656817229,3817.149396207951,3835.77294921875,923051
2023-01-02,Adani Green Energy,1933.699951171875,1948.25,1880.0,1888.699951171875,695287
2023-01-02,Adani Ports,810.0704845841136,813.761571239266,803.4757310783186,809.3814697265625,2042294
2023-01-02,Apollo Hospitals,4450.810026057525,4479.272396165966,4409.158060573029,4417.43896484375,246577
2023-01-02,Asian Paints,2999.9162232861545,2999.9162232861545,2934.922503047702,2960.424560546875,1015990
2023-01-02,Axis Bank,929.7867896608932,942.5031013457163,929.3379664854748,939.112060546875,3498198
2023-01-02,Bajaj Auto,3395.287908947251,3398.1040172488383,3304.6561109393992,3354.876708984375,471328
2023-01-02,Bajaj Finance,647.3473528320499,651.7846157227493,639.4342099366105,646.238037109375,5793400
2023-01-02,Bajaj Finserv,1547.452838793277,1557.436405495169,1526.0381369656027,1549.94873046875,1061404
2023-01-02,Bharat Petroleum,145.88261129958534,147.93792937024008,144.77760738582143,147.56222534179688,4405586
2023-01-02,Bharti Airtel,791.4989173668766,801.2668849819494,790.8607857451805,798.6162719726562,1626846
2023-01-02,Britannia Industries,4195.803724974376,4195.803724974376,4095.3618453427666,4111.69482421875,255314
2023-01-02,Cipla,1053.4251887447965,1055.1317326747233,1037.4324103936713,1044.3560791015625,895053
2023-01-02,Coal India,188.13060303073837,188.50395781457428,185.97342236419814,186.4712371826172,4210225
2023-01-02,Divi's Laboratories,3356.6274867033426,3356.6274867033426,3302.6466353089904,3310.15478515625,283161
2023-01-02,Dr. Reddy's Laboratories,834.8707274634493,836.5958588205025,825.1178963163352,830.2246704101562,663630
2023-01-02,Eicher Motors,3116.3849508180115,3138.548223967698,3093.4973861551193,3118.171630859375,381581
2023-01-02,Grasim Industries,1696.4627905145373,1718.6837630463817,1691.1533076793903,1702.2637939453125,312125
2023-01-02,HCL Technologies,935.3043682109283,938.3647644780953,928.4635535339619,935.619384765625,701880
2023-01-02,HDFC Bank,784.808054602239,790.9582099164237,780.7320928685677,785.6280517578125,4381378
2023-01-02,HDFC Life Insurance,559.6875289965159,566.0273765183283,555.9727887598133,564.9376831054688,841928
2023-01-02,Hero MotoCorp,2477.5750499469077,2487.2995441095204,2451.477133086535,2456.814208984375,131296
2023-01-02,Hindalco Industries,466.744325077589,481.50322037056696,465.9597804892311,477.6296081542969,11255811
2023-01-02,Hindustan Unilever,2465.1674800429623,2471.0578183179578,2430.8320760241236,2450.322265625,681703
2023-01-02,ICICI Bank,872.4014740958874,885.0874015715547,872.4014740958874,880.6473388671875,4315403
2023-01-02,ITC,300.348802092363,303.16259217046496,299.21421155280285,302.1187744140625,5951893
2023-01-02,IndusInd Bank,1193.6089676122572,1204.3701338334347,1185.4402880465257,1199.7232666015625,2587946
2023-01-02,Infosys,1417.846763951259,1429.552896414529,1408.5287282375762,1427.211669921875,3801140
2023-01-02,JSW Steel,760.6395644087783,772.0703198146194,754.9734452780392,763.9899291992188,3360043
