Date,Company,Open,High,Low,Close,Volume
2023-01-02,Adani Enterprises,3864.5320622071745,3868.5264105918845,3817.1491532526848,3835.772705078125,923051
2023-01-02,Adani Green Energy,1933.699951171875,1948.25,1880.0,1888.699951171875,695287
2023-01-02,Adani Ports,810.0704845841136,813.761571239266,803.4757310783186,809.3814697265625,2042294
2023-01-02,Apollo Hospitals,4450.810026057525,4479.272396165966,4409.158060573029,4417.43896484375,246577
2023-01-02,Asian Paints,2999.9159758887267,2999.9159758887267,2934.9222610101833,2960.42431640625,1015990
2023-01-02,Axis Bank,929.7867896608932,942.5031013457163,929.3379664854748,939.112060546875,3498198
2023-01-02,Bajaj Auto,3395.2881560286737,3398.104264535195,3304.6563514253776,3354.876953125,471328
2023-01-02,Bajaj Finance,647.3472916921222,651.7845541637362,639.4341495440544,646.2379760742188,5793400
2023-01-02,Bajaj Finserv,1547.452960667019,1557.4365281551932,1526.038257152773,1549.9488525390625,1061404
2023-01-02,Bharat Petroleum,145.88261129958534,147.93792937024008,144.77760738582143,147.56222534179688,4405586
2023-01-02,Bharti Airtel,791.4989173668766,801.2668849819494,790.8607857451805,798.6162719726562,1626846
2023-01-02,Britannia Industries,4195.803724974376,4195.803724974376,4095.3618453427666,4111.69482421875,255314
2023-01-02,Cipla,1053.4251887447965,1055.1317326747233,1037.4324103936713,1044.3560791015625,895053
2023-01-02,Coal India,188.13058763616476,188.50394238944935,185.97340714614487,186.47122192382812,4210225
2023-01-02,Divi's Laboratories,3356.627734271564,3356.627734271564,3302.6468788958514,3310.155029296875,283161
2023-01-02,Dr. Reddy's Laboratories,834.8707274634493,836.5958588205025,825.1178963163352,830.2246704101562,663630
2023-01-02,Eicher Motors,3116.3849508180115,3138.548223967698,3093.4973861551193,3118.171630859375,381581
2023-01-02,Grasim Industries,1696.4627905145373,1718.6837630463817,1691.1533076793903,1702.2637939453125,312125
2023-01-02,HCL Technologies,935.3044292255344,938.3648256923464,928.4636141023072,935.6194458007812,701880
2023-01-02,HDFC Bank,1569.616109204478,1581.9164198328474,1561.4641857371355,1571.256103515625,2190689
2023-01-02,HDFC Life Insurance,559.6875289965159,566.0273765183283,555.9727887598133,564.9376831054688,841928
2023-01-02,Hero MotoCorp,2477.5750499469077,2487.2995441095204,2451.477133086535,2456.814208984375,131296
2023-01-02,Hindalco Industries,466.7442952555131,481.50318960548896,465.95975071728276,477.62957763671875,11255811
2023-01-02,Hindustan Unilever,2465.167234423218,2471.0575721113228,2430.8318338254257,2450.322021484375,681703
2023-01-02,ICICI Bank,872.4014740958874,885.0874015715547,872.4014740958874,880.6473388671875,4315403
2023-01-02,ITC,300.34877175357303,303.16256154744883,299.21418132862,302.1187438964844,5951893
2023-01-02,IndusInd Bank,1193.6089676122572,1204.3701338334347,1185.4402880465257,1199.7232666015625,2587946
2023-01-02,Infosys,1417.846763951259,1429.552896414529,1408.5287282375762,1427.211669921875,3801140
2023-01-02,JSW Steel,760.6395644087783,772.0703198146194,754.9734452780392,763.9899291992188,3360043
2023-01-02,Kotak Mahindra Bank,1822.1959140529334,1827.3799218905197,1810.8806164159844,1819.454345703125,1125001
2023-01-02,Larsen & Toubro,2038.8716327732905,2043.4504924122145,2021.482573725884,2035.5107421875,807344
2023-01-02,Mahindra & Mahindra,1219.2317081811423,1238.7238218211285,1211.044996658264,1230.78076171875,1718385
2023-01-02,Maruti Suzuki,8121.570615105511,8207.980631213626,8094.967601675456,8158.755859375,398159
2023-01-02,NTPC,154.08514345643925,155.46872747896123,153.48558193528638,154.96141052246094,7322962
2023-01-02,Nestle India,939.6436452841028,944.3546221137433,934.1159307377953,937.0043334960938,503280
2023-01-02,Oil & Natural Gas Corporation,130.02763186344063,133.11722250901673,129.98349216030886,132.80825805664062,9631496
2023-01-02,Power Grid Corporation,143.15361476192567,143.78747523211143,142.1194070739663,143.4872283935547,5959394
2023-01-02,Reliance Industries,1164.066351583663,1177.3048023328713,1163.244668797144,1175.8896484375,5316175
2023-01-02,SBI Life Insurance,1222.5911754601325,1240.1348861067086,1214.6393629368145,1232.5806884765625,703923
2023-01-02,Shree Cement,23030.319268543433,23251.215405221436,22874.618829215826,23186.7109375,23428
2023-01-02,State Bank of India,581.6004365130118,585.6199532316294,578.0538041142315,578.9995727539062,6726084
2023-01-02,Sun Pharmaceutical,972.6245407450612,972.6245407450612,958.8325694900981,968.3509521484375,1616012
2023-01-02,Tata Consultancy Services,3120.9739105745166,3126.5728072808856,3096.2817059489025,3121.404541015625,709547
2023-01-02,Tata Motors,386.7515196563974,390.20025932212326,385.27348837108633,389.017822265625,10501357
2023-01-02,Tata Steel,106.12141075688248,111.03787040482207,105.51844678834799,110.62043762207031,143444095
2023-01-02,Tech Mahindra,937.7624471276231,941.4014252081122,926.0622857756555,930.0237426757812,1348611
2023-01-02,Titan Company,2582.3340817172425,2591.2489289498685,2532.609093296961,2541.474365234375,697408
2023-01-02,UPL,699.8387070877214,705.0977472109809,693.3623615110608,703.1499633789062,1259229
2023-01-02,UltraTech Cement,6863.67557857575,6922.7259568193585,6834.371979019653,6901.09228515625,212580
2023-01-02,Wipro,188.08938766231074,188.52012379688978,186.89289028532403,188.11331176757812,5559512
2023-01-03,Adani Enterprises,3836.4718339346045,3847.4065581492728,3785.6438460495765,3825.537353515625,799905
2023-01-03,Adani Green Energy,1902.0999755859375,1924.5,1881.0,1892.949951171875,813712
2023-01-03,Adani Ports,809.3322564305255,813.4170829714496,804.9521549763936,807.560546875,2166531
2023-01-03,Apollo Hospitals,4429.984179487099,4471.586754271242,4388.431480918738,4453.68603515625,430096
2023-01-03,Asian Paints,2960.181574999484,2972.7625421331,2938.808422833423,2941.9658203125,860367
2023-01-03,Axis Bank,942.2538282071222,963.0487150172568,940.1094844813861,959.7574462890625,6927819
2023-01-03,Bajaj Auto,3344.1286778439785,3398.1040880828637,3344.1286778439785,3380.92578125,218996
2023-01-03,Bajaj Finance,647.3473042440279,656.714858532403,643.8961000325213,651.414794921875,7420810
